Soil,H2O,P,SpID,Ind,Diam,Ht,Lv,Lft,SF,SLA,Lf,Stem,Root,Cot,Sht,Tot
0,0,0,Eg,3,6.93,39,5,20,777.4,12.85596163,6.047,4.496,7.913,5.577,10.543,24.033
0,0,0,Eg,4,5.57,38,5,16,636,19.91233563,3.194,3.422,5.244,9.34,6.616,21.2
0,0,0,Eg,5,6.9,52,6,30,1024.2,11.38,9,5.721,8.391,11.146,14.721,34.258
1,0,0,Eg,4,6.46,45,6,21,713.8,12.68526746,5.627,6.34,5.39,9.03,11.967,26.387
1,0,0,Eg,4,6.33,56,3,12,331.5,16.33004926,2.03,7.472,4.152,5.889,9.502,19.543
1,0,0,Eg,5,6.08,55,8,21,896.2,12.68686297,7.064,6.292,6.101,6.015,13.356,25.472
1,0,0,Eg,3,6.83,47,6,19,813.4,15.87431694,5.124,5.49,3.933,,10.614,14.547
1,0,0,Eg,4,6.39,44.5,4,15,422.6,7.524928775,5.616,5.824,4.774,,11.44,16.214
0,0,1,Eg,1,5.26,33,5,15,354.4,14.79749478,2.395,2.44,5.6,11.86,4.835,22.295
0,0,1,Eg,2,6.06,31,3,12,389.4,13.96199355,2.789,4.33,7.7,5.18,7.119,19.999
0,0,1,Eg,4,5.9,42,4,16,706.5,13.1270903,5.382,5.32,5.35,5.66,10.702,21.712
0,0,1,Eg,5,5.78,30,5,10,207.3,13.02954117,1.591,2.74,1.5,16.34,4.331,22.171
0,0,1,Eg,2,6.16,32,4,16,472.1,13.44631159,3.511,3.802,5.975,9.546,7.313,22.834
0,0,1,Eg,4,6.72,37,6,25,796.7,13.19039735,6.04,3.766,5.258,5.042,9.806,20.106
0,0,1,Eg,5,6.02,35,5,19,396.7,13.93886156,2.846,2.2,4.52,15.54,5.046,25.106
1,0,1,Eg,1,7.39,51,10,38,858.5,13.06697108,6.57,5.27,6.5,6.61,11.84,24.95
1,0,1,Eg,2,6.17,57,8,26,856.9,13.03071776,6.576,5.07,6.93,7.25,11.646,25.826
1,0,1,Eg,3,5.44,40,5,17,438.7,13.9491256,3.145,2.89,4.4,5.21,6.035,15.645
1,0,1,Eg,4,6.92,61,9,29,863,13.32612724,6.476,5.37,4.04,5.67,11.846,21.556
1,0,1,Eg,5,8.36,95,15,57,1680.6,15.95253916,10.535,7.67,6.28,7.09,18.205,31.575
1,0,1,Eg,2,6.19,46,6,15,553.3,13.07728669,4.231,4.89,3.65,6.63,9.121,19.401
1,0,1,Eg,5,5.73,48.5,8,34,608.2,14.53632887,4.184,2.86,3.31,9.62,7.044,19.974
1,0,1,Eg,1,5.4,38,5,11,240.5,14.10557185,1.705,1.936,3.186,10.4,3.641,17.227
1,0,1,Eg,3,6.82,57,3,7,133.5,14.88294314,0.897,4.586,3.645,8.24,5.483,17.368
1,0,1,Eg,5,5.98,53,6,14,473.9,12.97289899,3.653,4.89,3.65,7.464,8.543,19.657
0,1,0,Eg,1,9.14,52,9,31,960.8,12.51204584,7.679,10.07,15.26,7.02,17.749,40.029
0,1,0,Eg,2,7.52,38.5,5,20,593.8,13.61926606,4.36,5.06,7.38,7.87,9.42,24.67
0,1,0,Eg,3,7.19,30,4,15,465.4,12.79274327,3.638,3.67,7.23,7.78,7.308,22.318
0,1,0,Eg,4,7.88,44,5,19,808.4,11.21998612,7.205,7.97,12.41,7.61,15.175,35.195
0,1,0,Eg,5,8.33,62,7,24,994.2,11.81602092,8.414,12.01,12.52,6.26,20.424,39.204
0,1,0,Eg,1,8.56,53,6,25,931.4,12.72404372,7.32,8.96,11.01,7.79,16.28,35.08
0,1,0,Eg,2,8.75,78,8,30,1450.8,14.17350528,10.236,13.87,12.91,6.77,24.106,43.786
0,1,0,Eg,4,7.77,39,6,24,885.2,14.68724075,6.027,5.83,9.65,5.49,11.857,26.997
0,1,0,Eg,5,9.83,53,7,28,825.8,12.93343774,6.385,8.35,10.84,10.93,14.735,36.505
0,1,0,Eg,1,7.19,42,6,22,842.3,12.98843485,6.485,6.062,7.724,6.196,12.547,26.467
0,1,0,Eg,2,7.8,41.5,5,20,675,12.36037356,5.461,6.613,4.997,6.877,12.074,23.948
0,1,0,Eg,3,6.99,51,4,16,580.8,13.51955307,4.296,5.418,6.807,5.982,9.714,22.503
0,1,0,Eg,4,7.89,41,5,17,654.4,13.33333333,4.908,6.315,7.799,8.684,11.223,27.706
0,1,0,Eg,5,8.03,52,7,25,920,14.77436968,6.227,5.946,10.898,6.978,12.173,30.049
1,1,0,Eg,1,7.53,63.5,7,30,1250,12.86935036,9.713,8.67,5.2,6.19,18.383,29.773
1,1,0,Eg,2,6.35,59,9,36,981,14.46689279,6.781,5.01,5.6,8.15,11.791,25.541
1,1,0,Eg,3,8.16,83,13,52,1676.8,13.33121323,12.578,11.03,9.88,6.01,23.608,39.498
1,1,0,Eg,4,7.68,51,13,52,1292.9,13.6930735,9.442,6.93,9.15,11.15,16.372,36.672
1,1,0,Eg,5,9.12,70,8,33,1459.9,13.53639314,10.785,12.77,11.96,7.75,23.555,43.265
1,1,0,Eg,1,8.71,90,10,41,1935.9,14.11952621,13.7108,13.8,10.73,6.84,27.5108,45.0808
1,1,0,Eg,2,7.9,70,12,54,1770.1,13.4149299,13.195,8.83,9.08,6.74,22.025,37.845
1,1,0,Eg,3,6.71,63,8,32,1109.4,14.29454967,7.761,6.05,6.68,6.13,13.811,26.621
1,1,0,Eg,4,9.26,79,13,45,2054.7,14.38664053,14.282,11.88,8.97,5.26,26.162,40.392
1,1,0,Eg,5,4.04,63.5,8,32,1256.3,15.88242731,7.91,6.47,4.76,11.25,14.38,30.39
1,1,0,Eg,1,8.07,73,9,33,1615.7,13.09425399,12.339,11.513,12.587,6.781,23.852,43.22
1,1,0,Eg,2,5.72,47,7,30,703.3,15.01173959,4.685,4.354,4.182,8.65,9.039,21.871
1,1,0,Eg,3,7.07,44.5,5,19,556.2,11.68487395,4.76,2.911,8.532,5.813,7.671,22.016
1,1,0,Eg,4,9.74,83.5,12,48,2342.8,17.35535966,13.499,11.674,11.7,7.929,25.173,44.802
1,1,0,Eg,5,8.81,72,13,47,1553.7,13.06288885,11.894,10.324,11.242,5.459,22.218,38.919
0,1,1,Eg,1,8.99,54,8,31,1084.7,13.32882772,8.138,9.094,11.796,6.847,17.232,35.875
0,1,1,Eg,2,9.7,53,6,26,1132.1,13.82126724,8.191,10.206,14.842,7.686,18.397,40.925
0,1,1,Eg,3,6.44,54,6,27,1361,47.15869716,2.886,4.86,4.99,12.17,7.746,24.906
0,1,1,Eg,4,8.4,53,8,31,1114.4,13.29198473,8.384,12.2,14.09,10.47,20.584,45.144
0,1,1,Eg,5,9,69,8,28,1070,11.67739823,9.163,11.498,11.978,7.479,20.661,40.118
0,1,1,Eg,1,7.43,45.5,5,20,701.4,13.02265132,5.386,5.17,7.73,4.67,10.556,22.956
0,1,1,Eg,2,7.94,47,6,24,769.5,13.04237288,5.9,7.01,8.59,7.16,12.91,28.66
0,1,1,Eg,3,8.46,57,6,26,977.2,14.07055436,6.945,6.36,8.59,7.02,13.305,28.915
0,1,1,Eg,4,8.26,46,7,28,873.2,12.28993666,7.105,6.36,8.59,7.02,13.465,29.075
0,1,1,Eg,5,7.54,40,5,18,558.2,13.47658136,4.142,4.78,5.86,7.35,8.922,22.132
0,1,1,Eg,1,8.77,52.5,5,20,876.1,12.68239722,6.908,9.67,12.12,6.01,16.578,34.708
0,1,1,Eg,2,8.13,56,8,30,1060.5,11.78333333,9,5.01,13.13,5.9,14.01,33.04
0,1,1,Eg,3,7.99,47,5,18,764,14.91313683,5.123,6.84,9.93,6.67,11.963,28.563
0,1,1,Eg,4,7.56,78,13,51,1457.6,13.48381129,10.81,8.28,11.69,5.16,19.09,35.94
0,1,1,Eg,5,9,45,5,20,797.7,12.30448866,6.483,8.97,7.3,8.106,15.453,30.859
1,1,1,Eg,1,9.08,88,9,38,1507,12.76253388,11.808,14.71,12.26,6.547,26.518,45.325
1,1,1,Eg,2,8.72,87,12,49,1588.8,13.07116413,12.155,12.768,11.177,6.174,24.923,42.274
1,1,1,Eg,3,9.39,74,12,60,1755.4,14.46321167,12.137,11.018,7.875,7.948,23.155,38.978
1,1,1,Eg,4,9.18,87,11,52,1729.1,15.77645985,10.96,11.403,6.904,8.761,22.363,38.028
1,1,1,Eg,5,7.05,59,10,41,1038.6,14.98701299,6.93,5.982,4.959,6.466,12.912,24.337
1,1,1,Eg,1,6.83,64,10,38,1086.7,12.85883327,8.451,5.97,7.41,6.03,14.421,27.861
1,1,1,Eg,2,7.3,60,7,25,906.8,13.25924843,6.839,5.22,7.09,3.43,12.059,22.579
1,1,1,Eg,3,7.61,66,8,32,1307.6,14.82875936,8.818,8.13,5.64,6.61,16.948,29.198
1,1,1,Eg,4,9.93,80,12,61,1993.6,15.13743356,13.17,13.59,9.79,6.68,26.76,43.23
1,1,1,Eg,5,7.62,79,10,42,1494.3,13.78759919,10.838,10,7.06,6.09,20.838,33.988
1,1,1,Eg,2,8.35,66,11,39,1294.3,13.5642423,9.542,9.93,8.35,4.205,19.472,32.027
1,1,1,Eg,3,8.59,82,10,40,1497.1,12.89047701,11.614,11.113,9.653,6.413,22.727,38.793
1,1,1,Eg,4,7.04,49,6,26,911.6,12.65935287,7.201,6.543,8.353,6,13.744,28.097
1,1,1,Eg,5,7.3,64.5,12,47,1407.9,13.16902067,10.691,7.22,6.547,3.751,17.911,28.209
