Location,Indonesian_name,Species,Low_Wd,Wd,Hi_Wd,Girth,Cw_Avg,Cw_Depth,Hcb,CP_Idx,CF_idx,Isolated,Dense,Cw_Surf,Cw_Vol,Dbh,Height
Jambi,Jengkol,Pitjir,410,470,600,26,3.54964787,4.5,4.5,1,3,No,high,93.62690104,118.7522023,8.276057041,9
Jambi,Jengkol,Pitjir,410,470,600,37,3.741657387,6.6,8.1,1,3,No,high,135.1500925,193.5221075,11.77746579,14.7
Jambi,Jengkol,Pitjir,410,470,600,44.5,5.253570215,3.7,7.4,1,3,No,high,140.445566,213.8796279,14.16478994,11.1
Jambi,Jengkol,Pitjir,410,470,600,66.7,6.89710084,6.1,1.4,5,5,Yes,open,276.1474687,607.7452876,21.23126941,7.5
Jambi,Jengkol,Pitjir,410,470,600,31.3,4.142463035,3.7,7.8,1,3,No,high,100.2292255,132.9773338,9.963099438,11.5
Jambi,Jengkol,Pitjir,410,470,600,58.2,5.407402334,8.5,9,3,3,No,low,256.7922067,520.5409587,18.52563538,17.5
Jambi,Jengkol,Pitjir,410,470,600,38,5.34976635,7.1,4.5,2,3,No,high,220.1274321,425.5852736,12.09577567,11.6
Jambi,Jengkol,Pitjir,410,470,600,108,7.449832213,5.7,1.5,5,5,Yes,open,295.5940705,662.5618906,34.37746771,7.2
Jambi,Jengkol,Pitjir,410,470,600,60.8,5.07937004,6.2,5.8,4,3,No,low,186.4164289,335.0194406,19.35324108,12
Jambi,Jengkol,Pitjir,410,470,600,93.7,6.086871117,5.6,9.7,4,3,No,low,220.4824981,434.5450958,29.82563634,15.3
Jambi,Jengkol,Pitjir,410,470,600,59.2,6.548282217,5.6,1.4,5,5,Yes,open,243.8229178,502.9229071,18.84394526,7
Jambi,Jengkol,Pitjir,410,470,600,33.6,4.847679857,6.3,4.1,1,4,No,high,177.9002375,310.0751949,10.69521218,10.4
Jambi,Jengkol,Pitjir,410,470,600,64.4,5.786190457,8,2,5,4,Yes,open,265.7031405,560.9627842,20.49915667,10
Jambi,Jengkol,Pitjir,410,470,600,66,6.140032573,8.5,7.5,4,4,No,low,299.4868682,671.1489106,21.00845249,16
Jambi,Jengkol,Pitjir,410,470,600,68.9,8.660254038,4.5,3,5,4,Yes,open,330.3474644,706.8583471,21.93155116,7.5
Jambi,Jengkol,Pitjir,410,470,600,39.2,3.841874542,4,1.8,5,4,Yes,open,95.29473047,123.6530868,12.47774754,5.8
Jambi,Jengkol,Pitjir,410,470,600,32.2,3.246536616,3.5,2,5,4,Yes,open,69.69739914,77.26223533,10.24957834,5.5
Jambi,Jengkol,Pitjir,410,470,600,94.4,8.949860334,5.7,3.8,5,4,Yes,open,387.039705,956.2379719,30.04845326,9.5
Jambi,Jengkol,Pitjir,410,470,600,88.5,8.843076388,5.2,3.8,5,5,Yes,open,363.685601,851.6648244,28.17042493,9
Jambi,Jengkol,Pitjir,410,470,600,88.5,8.546344248,8.1,3.1,5,4,Yes,open,443.0312664,1239.094408,28.17042493,11.2
Jambi,Jengkol,Pitjir,410,470,600,37.2,4.907137659,4.6,1.9,5,4,Yes,open,145.026878,231.9919567,11.84112777,6.5
Jambi,Jengkol,Pitjir,410,470,600,45,5.696490147,5.8,1.4,5,5,Yes,open,206.3636953,394.1861022,14.32394488,7.2
Jambi,Jengkol,Pitjir,410,470,600,53.2,6.299206299,6,1.6,5,5,Yes,open,241.4604663,498.633586,16.93408594,7.6
Jambi,Jengkol,Pitjir,410,470,600,40.4,5.075431016,4.8,7.8,2,3,No,high,156.0320081,258.9677656,12.8597194,12.6
Jambi,Jengkol,Pitjir,410,470,600,126.8,10.32956921,9,3.5,5,5,Yes,open,613.6869111,2011.247617,40.36169357,12.5
Jambi,Jengkol,Pitjir,410,470,600,112.5,8.594765849,9,4,5,5,Yes,open,478.7949876,1392.416696,35.8098622,13
Jambi,Jengkol,Pitjir,410,470,600,82,7.536577473,6.8,2.5,5,5,Yes,open,333.8725286,808.9391643,26.10141067,9.3
Jambi,Jengkol,Pitjir,410,470,600,90,9.148770409,8,1.5,5,5,Yes,open,482.4746971,1402.406961,28.64788976,9.5
Jambi,Jengkol,Pitjir,410,470,600,69,6.949820142,7,2.5,5,5,Yes,open,304.9397036,708.1149841,21.96338215,9.5
Jambi,Jengkol,Pitjir,410,470,600,129,10.49571341,7.9,1.4,5,4,Yes,open,581.3255772,1822.676659,41.06197532,9.3
Jambi,Jengkol,Pitjir,410,470,600,119,10.6,6,2.5,5,4,Yes,open,513.5485662,1411.957402,37.87887646,8.5
Jambi,Jengkol,Pitjir,410,470,600,75.5,7.2,6,1.8,5,4,Yes,open,290.1960158,651.4406526,24.03239641,7.8
Jambi,Jengkol,Pitjir,410,470,600,51.5,5.149757276,4.8,1.7,5,5,Yes,open,159.1386841,266.608119,16.39295914,6.5
Jambi,Jengkol,Pitjir,410,470,600,87.3,8.428523002,8.2,1.3,5,5,Yes,open,438.3116271,1220.04379,27.78845306,9.5
Jambi,Jengkol,Pitjir,410,470,600,53.7,5.449770637,5,1.5,5,5,Yes,open,176.432199,311.0176727,17.09324089,6.5
Sanggau,Jengkol,Pitjir,410,470,600,98,8.237718131,5,13,3,3,No,low,320.3295362,710.6282582,31.19436885,18
Sanggau,Jengkol,Pitjir,410,470,600,84.3,7.09929574,8.2,10.3,3,3,No,low,349.870942,865.5716079,26.83352341,18.5
Sanggau,Jengkol,Pitjir,410,470,600,64,4.204759208,6.1,8.4,3,4,No,low,145.6647472,225.876323,20.37183272,14.5
Sanggau,Akasia,Acaman,450,530,690,28.6,3.733630941,5.4,2.7,5,4,Yes,open,114.5761497,157.6576857,9.103662745,8.1
Sanggau,Akasia,Acaman,450,530,690,70,6.170899448,7.6,1.3,5,5,Yes,open,276.9596671,606.1346978,22.28169203,8.9
Sanggau,Akasia,Acaman,450,530,690,82,6.893475176,7.3,2,5,5,Yes,open,310.3824704,726.5372834,26.10141067,9.3
Sanggau,Akasia,Acaman,450,530,690,116.5,10.46135746,9,2,5,5,Yes,open,624.5667841,2062.8954,37.08310174,11
Bogor,Akasia,Acaman,450,530,690,89,8.632496742,14,1,4,4,No,low,671.2266926,2185.040522,28.32957987,15
Bogor,Akasia,Acaman,450,530,690,31,4.892851929,8,2,4,4,No,low,217.0722656,401.11855,9.867606472,10
Bogor,Akasia,Acaman,450,530,690,35,3.498571137,9,1.5,3,5,No,low,164.234386,230.7185645,11.14084602,10.5
Bogor,Akasia,Acaman,450,530,690,96,6.184658438,12,4,4,3,No,low,400.2219616,961.327352,30.55774907,16
Bogor,Akasia,Acaman,450,530,690,44,4.647580015,10.5,2,3,3,No,low,258.0215695,475.0088092,14.00563499,12.5
Bogor,Akasia,Acaman,450,530,690,52,5.455272679,10,3,3,3,No,low,296.7124445,623.2919825,16.55211408,13
Bogor,Akasia,Acaman,450,530,690,51,4.950757518,8.5,3.5,3,4,No,low,231.3533638,436.3358037,16.2338042,12
Bogor,Akasia,Acaman,450,530,690,37,4.495553359,9,2,3,4,No,low,217.2245836,380.9495252,11.77746579,11
Bogor,Akasia,Acaman,450,530,690,45,4.849742261,9.5,3,4,3,No,low,248.1145003,467.9716417,14.32394488,12.5
Bogor,Akasia,Acaman,450,530,690,35,4.147288271,6.5,2.5,3,3,No,low,150.6954472,234.1533724,11.14084602,9
Bogor,Akasia,Acaman,450,530,690,37,3.867815921,7.5,2.5,3,3,No,low,156.4480131,234.9911305,11.77746579,10
Bogor,Akasia,Acaman,450,530,690,16,3,4,0.5,5,4,No,open,69.46707808,75.39822369,5.092958179,4.5
Bogor,Akasia,Acaman,450,530,690,18,2.349468025,6,2.5,2,3,No,high,73.57892427,69.36636579,5.729577951,8.5
Bogor,Akasia,Acaman,450,530,690,18,2.828427125,4.5,2.5,3,3,No,low,70.94579721,75.39822369,5.729577951,7
Bogor,Akasia,Acaman,450,530,690,24,3.098386677,3.5,2.5,5,4,No,open,65.5938235,70.37167544,7.639437268,6
Bogor,Akasia,Acaman,450,530,690,18,3,4.5,0,5,5,Yes,open,76.13198174,84.82300165,5.729577951,4.5
Bogor,Akasia,Acaman,450,530,690,19,2.749545417,3.3,1.2,3,3,No,low,53.9545302,52.25096901,6.047887837,4.5
Bogor,Akasia,Acaman,450,530,690,79,5.477225575,12.4,1.6,3,4,No,low,359.0199023,779.1149781,25.14648101,14
Bogor,Akasia,Acaman,450,530,690,84,6.708203932,12.5,3,4,4,No,low,454.9176462,1178.097245,26.73803044,15.5
Bogor,Akasia,Acaman,450,530,690,65,5.408326913,13.5,3.5,3,4,No,low,381.9400347,827.0242661,20.6901426,17
Bogor,Akasia,Acaman,450,530,690,149,12.24744871,14,1,5,5,Yes,open,1033.576621,4398.229715,47.42817304,15
Bogor,Akasia,Acaman,450,530,690,117,11.22497216,11,1,4,5,Yes,low,781.1248169,2902.831612,37.24225668,12
Bogor,Akasia,Acaman,450,530,690,66,6.648308055,9.5,1.5,5,4,Yes,open,359.8696953,879.4365035,21.00845249,11
Bogor,Akasia,Acaman,450,530,690,43,4.39886349,7,1,4,5,Yes,low,171.6289532,283.6858166,13.68732511,8
Bogor,Akasia,Acaman,450,530,690,46,5.14781507,7,1,5,5,Yes,open,207.6359269,388.5102915,14.64225476,8
Bogor,Akasia,Acaman,450,530,690,50,6.099180273,8.5,1,5,5,Yes,open,297.0434577,662.2477314,15.91549431,9.5
Bogor,Akasia,Acaman,450,530,690,40,4.598912915,6,1,5,5,Yes,open,160.5804096,265.7787385,12.73239545,7
Bogor,Akasia,Acaman,450,530,690,58,5.14781507,9,2,4,4,Yes,low,253.9312347,499.5132319,18.4619734,11
Bogor,Akasia,Acaman,450,530,690,40,3.346640106,8.5,1.5,4,4,No,low,148.5554584,199.3864137,12.73239545,10
Bogor,Akasia,Acaman,450,530,690,74,7.699350622,9,2,4,4,Yes,low,415.0607556,1117.401675,23.55493158,11
Bogor,Akasia,Acaman,450,530,690,132,9.886859967,12,2,4,4,Yes,low,703.3621762,2456.725455,42.01690498,14
Bogor,Akasia,Acaman,450,530,690,67,5.899152482,11,2,4,4,Yes,low,352.0083958,801.7344452,21.32676237,13
Bogor,Akasia,Acaman,450,530,690,54,6.099180273,6.5,1.5,5,5,Yes,open,244.0395723,506.4247358,17.18873385,8
Bogor,Akasia,Acaman,450,530,690,49,6.099180273,7.5,1.5,5,5,Yes,open,270.2496995,584.3362336,15.59718442,9
Bogor,Akasia,Acaman,450,530,690,79,8.197560613,8,2.5,4,4,Yes,low,415.462821,1125.946807,25.14648101,10.5
Bogor,Akasia,Acaman,450,530,690,42,4.595650117,5.2,1.8,5,4,Yes,open,144.4770505,230.0148477,13.36901522,7
Bogor,Akasia,Acaman,450,530,690,22,3.098386677,3.5,1.5,5,5,Yes,open,65.5938235,70.37167544,7.002817496,5
Bogor,Akasia,Acaman,450,530,690,88,9.943842316,10.5,2,5,5,Yes,open,644.5723692,2174.484771,28.01126998,12.5
Bogor,Akasia,Acaman,450,530,690,83,10.40672859,9,2,4,4,Yes,low,620.0458493,2041.406906,26.41972055,11
Bogor,Akasia,Acaman,450,530,690,86,8.933084574,8,2,4,4,Yes,low,466.8711446,1337.061833,27.37465021,10
Bogor,Akasia,Acaman,450,530,690,142.0211252,12.48038461,10,2,5,5,Yes,open,851.908374,3262.229811,45.2067282,12
Bogor,Akasia,Acaman,450,530,690,32,3.847076812,6,1.5,4,4,No,low,129.1574439,185.9822851,10.18591636,7.5
Bogor,Akasia,Acaman,450,530,690,47,5.276362383,7,1,5,5,Yes,open,214.0682066,408.1557176,14.96056465,8
Bogor,Akasia,Acaman,450,530,690,38,4.3,5,1.5,5,5,Yes,open,128.9721652,193.6268272,12.09577567,6.5
Bogor,Akasia,Acaman,450,530,690,59,5.8,8,2,5,5,Yes,open,266.4826,563.64361,18.78028328,10
Jambi,Sengon,Albfal,320,470,640,62,3.224903099,1,24,4,2,No,low,38.74981043,21.78170906,19.73521294,25
Jambi,Sengon,Albfal,320,470,640,200,23.36386098,9.5,8,5,5,Yes,open,2195.585183,10861.04082,63.66197724,17.5
Jambi,Sengon,Albfal,320,470,640,66.3,10.04689007,5.1,3.2,5,4,Yes,open,440.3527892,1078.182032,21.10394545,8.3
Jambi,Sengon,Albfal,320,470,640,198.8,19.34683437,11.1,7.2,5,5,Yes,open,1721.224245,8701.646164,63.28000537,18.3
Jambi,Sengon,Albfal,320,470,640,228.5,25.29822128,14.7,10.3,5,5,Yes,open,2960.152171,19704.06912,72.73380899,25
Jambi,Sengon,Albfal,320,470,640,100.6,9.581231654,6,13,5,3,No,open,439.9106109,1153.592822,32.02197455,19
Jambi,Sengon,Albfal,320,470,640,75.3,10.2,6,14,4,4,No,low,483.938018,1307.405199,23.96873443,20
Jambi,Sengon,Albfal,320,470,640,102.3,11.51520734,4.3,15.8,5,4,No,open,519.3533842,1194.182199,32.56310136,20.1
Jambi,Sengon,Albfal,320,470,640,74.3,6.134329629,6.3,14.2,4,3,No,low,240.704555,496.5161525,23.65042454,20.5
Jambi,Sengon,Albfal,320,470,640,80,7.745966692,6,15,4,3,No,low,321.8074691,753.9822369,25.46479089,21
Jambi,Sengon,Albfal,320,470,640,65.2,7.521967828,5.5,12.5,4,3,No,low,293.819341,651.7548119,20.75380458,18
Jambi,Sengon,Albfal,320,470,640,129.7,16.70329309,12.2,5.8,5,4,Yes,open,1447.977643,7128.90205,41.28479224,18
Jambi,Sengon,Albfal,320,470,640,95.6,12.77888884,11.1,4.5,5,5,Yes,open,937.4531497,3796.363394,30.43042512,15.6
Jambi,Sengon,Albfal,320,470,640,142.2,15.54027027,12.2,5.3,5,5,Yes,open,1305.28485,6170.71629,45.26366582,17.5
Jambi,Sengon,Albfal,320,470,640,52.6,7.1484264,3.7,3.3,5,4,Yes,open,224.7134031,395.987282,16.74310001,7
Jambi,Sengon,Albfal,320,470,640,95.5,8.44985207,4.5,12,4,3,No,low,317.7597929,672.9291464,30.39859413,16.5
Jambi,Sengon,Albfal,320,470,640,87.4,8.885943957,5.1,16.4,4,4,No,low,363.1570396,843.4045302,27.82028405,21.5
Jambi,Sengon,Albfal,320,470,640,95.2,7.275300681,4.4,17.9,4,4,No,low,249.4268328,487.7678642,30.30310116,22.3
Jambi,Sengon,Albfal,320,470,640,81.6,7.469939759,4,19,4,3,No,low,248.9138425,467.4689869,25.97408671,23
Jambi,Sengon,Albfal,320,470,640,205,20.19975247,11.7,11.5,5,5,Yes,open,1884.475064,9998.539593,65.25352667,23.2
Jambi,Sengon,Albfal,320,470,640,180,17.82975042,14,11.5,4,4,No,low,1718.405609,9321.314843,57.29577951,25.5
Jambi,Sengon,Albfal,320,470,640,116.5,11.53256259,11,17,4,4,No,low,810.0589117,3064.100035,37.08310174,28
Jambi,Sengon,Albfal,320,470,640,175.5,17.1464282,15,16,4,4,No,low,1695.172802,9236.282402,55.86338503,31
Jambi,Sengon,Albfal,320,470,640,132,11.35781669,10,15,4,3,No,low,746.7610739,2701.769682,42.01690498,25
Jambi,Sengon,Albfal,320,470,640,146,15.17893277,15,13,4,4,No,low,1436.282607,7238.229474,46.47324338,28
Jambi,Sengon,Albfal,320,470,640,110.5,9.748846086,7.9,22.3,5,4,No,open,523.261052,1572.505353,35.17324242,30.2
Jambi,Sengon,Albfal,320,470,640,121,9.527853903,10.8,18.2,4,3,No,low,621.7890489,2053.395224,38.51549623,29
Jambi,Sengon,Albfal,320,470,640,141,10.86278049,10.7,19.5,4,3,No,low,734.0202384,2644.383256,44.88169395,30.2
Jambi,Sengon,Albfal,320,470,640,146,8.774964387,12,18.4,4,4,No,low,605.9489514,1935.221075,46.47324338,30.4
Jambi,Sengon,Albfal,320,470,640,130,9.121403401,15.2,16.3,4,3,No,low,766.2355496,2648.655822,41.3802852,31.5
Jambi,Sengon,Albfal,320,470,640,101,9.119210492,6,21,4,3,No,low,408.4328409,1045.01938,32.1492985,27
Jambi,Sengon,Albfal,320,470,640,54.3,4.549725266,5,17,3,2,No,low,138.7235874,216.7698931,17.28422682,22
Jambi,Sengon,Albfal,320,470,640,56,5.340411969,2.5,18.5,3,3,No,low,120.5335839,149.3303708,17.82535363,21
Jambi,Sengon,Albfal,320,470,640,60.2,4.266145802,1.5,20.3,3,2,No,low,70.0580904,57.1769863,19.16225515,21.8
Jambi,Sengon,Albfal,320,470,640,57.7,4.242640687,3.4,17.2,2,3,No,high,98.45793686,128.1769803,18.36648043,20.6
Jambi,Sengon,Albfal,320,470,640,64.7,5.422176685,5.2,17.1,3,3,No,low,179.700664,320.1911233,20.59464964,22.3
