dataset,location,latitude,longitude,vegetation,map,mat,grouping,species,family,pft,age,a.lf,a.ssbax,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,18,0.172590374,0.00145963,,,,,,,,,,,,,,0.59,,0.0089,,,,0.0145963,,,,0.018,0.0325963,0.00621,,,,,,0.035981149,,,,,,,,,,,FW,0,17.8
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,33,6.16421633,0.07486169,,,,,,,,,,,,,,3.05,,0.0505,,,,0.7486169,,,,1.65675,2.4053669,0.67406,,,,,,0.109350478,,,,,,,,,,,FW,0,10.05
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,20,1.135149574,0.01223891,,,,,,,,,,,,,,1.17,,0.02,,,,0.1223891,,,,0.18687,0.3092591,0.08661,,,,,,0.076298315,,,,,,,,,,,FW,0,14.15
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,18,0.543126719,0.00459146,,,,,,,,,,,,,,0.94,,0.015,,,,0.0459146,,,,0.07763,0.1235446,0.02795,,,,,,0.051461287,,,,,,,,,,,FW,0,11.5
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,25,0.97198547,0.00823637,,,,,,,,,,,,,,1.11,,0.0221,,,,0.0823637,,,,0.16377,0.2461337,0.04782,,,,,,0.049198266,,,,,,,,,,,FW,0,18.95
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,17,0.071560684,0.00055716,,,,,,,,,,,,,,0.33,,0.005,,,,0.0055716,,,,0.00527,0.0108416,0.00188,,,,,,0.026271409,,,,,,,,,,,FW,0,4.65
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,14,0.058277264,0.0005137,,,,,,,,,,,,,,0.35,,0.0058,,,,0.005137,,,,0.00511,0.010247,0.00168,,,,,,0.028827709,,,,,,,,,,,FW,0,24.85
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,25,2.663098776,0.03513038,,,,,,,,,,,,,,2.18,,0.041,,,,0.3513038,,,,0.91145,1.2627538,0.28731,,,,,,0.107885597,,,,,,,,,,,FW,0,27.85
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,20,0.842121986,0.00880421,,,,,,,,,,,,,,1.38,,0.0285,,,,0.0880421,,,,0.17931,0.2673521,0.0516,,,,,,0.061273783,,,,,,,,,,,FW,0,23
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,31,4.442110571,0.05990964,,,,,,,,,,,,,,2.69,,0.0404,,,,0.5990964,,,,1.44016,2.0392564,0.60783,,,,,,0.136833604,,,,,,,,,,,FW,0,24.2
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,19,0.449127441,0.00453954,,,,,,,,,,,,,,0.91,,0.0132,,,,0.0453954,,,,0.05445,0.0998454,0.02048,,,,,,0.04559953,,,,,,,,,,,FW,0,8.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,22,0.298548217,0.00288125,,,,,,,,,,,,,,1.09,,0.014,,,,0.0288125,,,,0.07417,0.1029825,0.01476,,,,,,0.04943925,,,,,,,,,,,FW,0,5.45
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,17,0.461609728,0.00598767,,,,,,,,,,,,,,1.45,,0.0198,,,,0.0598767,,,,0.15616,0.2160367,0.03042,,,,,,0.065899824,,,,,,,,,,,FW,0,29.15
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,24,0.327704885,0.00409909,,,,,,,,,,,,,,1.75,,0.0235,,,,0.0409909,,,,0.23041,0.2714009,0.03211,,,,,,0.097984502,,,,,,,,,,,FW,0,1.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,29,0.32892623,0.00353598,,,,,,,,,,,,,,2.12,,0.0205,,,,0.0353598,,,,0.22312,0.2584798,0.02258,,,,,,0.068647611,,,,,,,,,,,FW,0,3.85
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,25,,,,,,,,,,,,,,,,2.75,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,6.1
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,25,0.233326144,0.00242424,,,,,,,,,,,,,,1.69,,0.0155,,,,0.0242424,,,,0.15082,0.1750624,0.0319,,,,,,0.136718498,,,,,,,,,,,FW,0,4.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,30,1.300100135,0.01458508,,,,,,,,,,,,,,2.53,,0.028,,,,0.1458508,,,,0.51694,0.6627908,0.11663,,,,,,0.089708475,,,,,,,,,,,FW,0,9.2
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,30,6.952256178,0.08414865,,,,,,,,,,,,,,3.02,,0.0525,,,,0.8414865,,,,1.86431,2.7057965,0.63175,,,,,,0.090869782,,,,,,,,,,,FW,0,31.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,24,0.243872452,0.00266695,,,,,,,,,,,,,,1.08,,0.0125,,,,0.0266695,,,,0.06074,0.0874095,0.01137,,,,,,0.046622732,,,,,,,,,,,FW,0,26.15
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,28,1.335275018,0.01764432,,,,,,,,,,,,,,1.58,,0.029,,,,0.1764432,,,,0.38143,0.5578732,0.10291,,,,,,0.077070265,,,,,,,,,,,FW,0,27.9
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,30,1.463761414,0.01998617,,,,,,,,,,,,,,2.4,,0.032,,,,0.1998617,,,,0.67671,0.8765717,0.12723,,,,,,0.086919903,,,,,,,,,,,FW,0,34.75
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,28,1.095319505,0.01072256,,,,,,,,,,,,,,2.05,,0.0235,,,,0.1072256,,,,0.38352,0.4907456,0.10435,,,,,,0.095269006,,,,,,,,,,,FW,0,4
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,27,0.423286241,0.00384887,,,,,,,,,,,,,,0.94,,0.0113,,,,0.0384887,,,,0.06446,0.1029487,0.0188,,,,,,0.04441439,,,,,,,,,,,FW,0,17.4
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,24,0.082617992,0.00088928,,,,,,,,,,,,,,2.19,,0.0243,,,,0.0088928,,,,0.26501,0.2739028,0.00495,,,,,,0.05991431,,,,,,,,,,,FW,0,2.2
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,27,0.171503651,0.00218865,,,,,,,,,,,,,,2.87,,0.0264,,,,0.0218865,,,,0.38899,0.4108765,0.02045,,,,,,0.119239444,,,,,,,,,,,FW,0,3.4
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,20,,,,,,,,,,,,,,,,1.75,,0.014185,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,1.9
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,7,0.077249317,0.0006983,,,,,,,,,,,,,,0.37,,0.0056,,,,0.006983,,,,0.00601,0.012993,0.00244,,,,,,0.03158604,,,,,,,,,,,FW,0,49.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,12,0.233482627,0.00229104,,,,,,,,,,,,,,0.54,,0.01,,,,0.0229104,,,,0.02057,0.0434804,0.00821,,,,,,0.035163216,,,,,,,,,,,FW,0,54.6
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,11,0.112447828,0.00110092,,,,,,,,,,,,,,0.33,,0.0081,,,,0.0110092,,,,0.00929,0.0202992,0.00424,,,,,,0.037706375,,,,,,,,,,,FW,0,48.9
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,23,6.786027775,0.09698368,,,,,,,,,,,,,,3.15,,0.0587,,,,0.9698368,,,,1.96221,2.9320468,0.62748,,,,,,0.092466465,,,,,,,,,,,FW,0,89.8
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,14,1.544642936,0.02093778,,,,,,,,,,,,,,1.77,,0.029,,,,0.2093778,,,,0.42333,0.6327078,0.14635,,,,,,0.094746816,,,,,,,,,,,FW,0,68.6
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,23,2.421062076,0.03055662,,,,,,,,,,,,,,2.35,,0.0365,,,,0.3055662,,,,0.82074,1.1263062,0.19751,,,,,,0.081579899,,,,,,,,,,,FW,0,54.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,23,1.160858558,0.01756601,,,,,,,,,,,,,,1.74,,0.0255,,,,0.1756601,,,,0.3468,0.5224601,0.11102,,,,,,0.095636113,,,,,,,,,,,FW,0,52.7
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,29,6.804163097,0.10120803,,,,,,,,,,,,,,3.01,,0.0649,,,,1.0120803,,,,1.85096,2.8630403,0.78742,,,,,,0.115726209,,,,,,,,,,,FW,0,42.1
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,26,6.589637441,0.10224082,,,,,,,,,,,,,,3.27,,0.066,,,,1.0224082,,,,2.22536,3.2477682,0.68355,,,,,,0.103731048,,,,,,,,,,,FW,0,72.95
Claveau2005,Aleza Lake,54,-122,BorF,930.9,2.6,-,Picea glauca x Picea engelmannii,Pinaceae,EG,15,0.996407132,0.01617858,,,,,,,,,,,,,,1.76,,0.0261,,,,0.1617858,,,,0.26677,0.4285558,0.06269,,,,,,0.062916049,,,,,,,,,,,FW,0,91.35
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.52,,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,48,2.752972496,,,,,,,,,,,,,,,2.71,,0.0411,,,,0.2292543,,,,0.81649,1.0457443,0.19718,,,,,,0.071624399,,,,,,,,,,,FW,0,8.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.6,,0.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,5.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,34,0.332061353,,,,,,,,,,,,,,,0.72,,0.01175,,,,0.0294301,,,,0.04371,0.0731401,0.01566,,,,,,0.04715996,,,,,,,,,,,FW,0,3.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.212,,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,2
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.74,,0.0241,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,28,0.604760851,,,,,,,,,,,,,,,2.085,,0.0288,,,,0.0521134,,,,0.23076,0.2828734,0.04762,,,,,,0.078741869,,,,,,,,,,,FW,0,2.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,19,0.122382076,,,,,,,,,,,,,,,0.45,,0.0074,,,,0.008472,,,,0.00932,0.017792,0.00464,,,,,,0.037914049,,,,,,,,,,,FW,0,3.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.62,,0.0224,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4.9
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,18,0.210666418,,,,,,,,,,,,,,,0.53,,0.0091,,,,0.0171938,,,,0.01678,0.0339738,0.00766,,,,,,0.036360802,,,,,,,,,,,FW,0,2.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,27,0.438921431,,,,,,,,,,,,,,,0.78,,0.0139,,,,0.0391118,,,,0.04167,0.0807818,0.0177,,,,,,0.040326124,,,,,,,,,,,FW,0,2.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,27,0.334272939,,,,,,,,,,,,,,,0.65,,0.0102,,,,0.027941,,,,0.03717,0.065111,0.01681,,,,,,0.050288247,,,,,,,,,,,FW,0,2.9
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,4.2,,0.0501,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,27,2.239924282,,,,,,,,,,,,,,,1.91,,0.0287,,,,0.20294,,,,0.42284,0.62578,0.17935,,,,,,0.080069671,,,,,,,,,,,FW,0,7.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,36,4.547901608,,,,,,,,,,,,,,,3.09,,0.0496,,,,0.4408,,,,1.06537,1.50617,0.34786,,,,,,0.076488022,,,,,,,,,,,FW,0,11.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,27,1.397508174,,,,,,,,,,,,,,,1.7,,0.0256,,,,0.1306157,,,,0.31027,0.4408857,0.11143,,,,,,0.079734775,,,,,,,,,,,FW,0,3.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,35,3.603128127,,,,,,,,,,,,,,,2.56,,0.0444,,,,0.31417,,,,0.87814,1.19231,0.21198,,,,,,0.058832213,,,,,,,,,,,FW,0,7.9
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.89,,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.02,,0.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,10.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,23,0.966186508,,,,,,,,,,,,,,,0.95,,0.0168,,,,0.0754043,,,,0.09537,0.1707743,0.04976,,,,,,0.051501444,,,,,,,,,,,FW,0,10.2
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,19,0.573011723,,,,,,,,,,,,,,,0.84,,0.01255,,,,0.0481625,,,,0.05386,0.1020225,0.02785,,,,,,0.048602845,,,,,,,,,,,FW,0,10.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,20,1.689807521,,,,,,,,,,,,,,,1.47,,0.0231,,,,0.1543687,,,,0.2275,0.3818687,0.11763,,,,,,0.069611479,,,,,,,,,,,FW,0,15.9
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,22,0.28859132,,,,,,,,,,,,,,,0.58,,0.0101,,,,0.022976,,,,0.02484,0.047816,0.01134,,,,,,0.039294321,,,,,,,,,,,FW,0,3.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.55,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,13.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.66,,0.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,41,7.974809364,,,,,,,,,,,,,,,4.02,,0.06225,,,,0.75835,,,,2.08342,2.84177,0.79196,,,,,,0.099307703,,,,,,,,,,,FW,0,11.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,46,5.851511035,,,,,,,,,,,,,,,3.46,,0.052,,,,0.58844,,,,1.72927,2.31771,0.49392,,,,,,0.084408967,,,,,,,,,,,FW,0,4.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,46,,,,,,,,,,,,,,,,2.52,,0.05445,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,9.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,26,1.466956126,,,,,,,,,,,,,,,1.35,,0.0236,,,,0.1377572,,,,0.19617,0.3339272,0.08723,,,,,,0.059463264,,,,,,,,,,,FW,0,9.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,24,0.141828587,,,,,,,,,,,,,,,0.445,,0.0089,,,,0.0134575,,,,0.01243,0.0258875,0.00483,,,,,,0.034055194,,,,,,,,,,,FW,0,3.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.64,,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,6.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,15,0.377828458,,,,,,,,,,,,,,,0.675,,0.013,,,,0.0333095,,,,0.03272,0.0660295,0.0166,,,,,,0.043935282,,,,,,,,,,,FW,0,6.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,52,3.37165288,,,,,,,,,,,,,,,1.6,,0.0369,,,,0.28799,,,,0.51456,0.80255,0.3014,,,,,,0.089392358,,,,,,,,,,,FW,0,7.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.26,,0.0183,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,11.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,21,0.286815463,,,,,,,,,,,,,,,0.73,,0.01055,,,,0.0257451,,,,0.02643,0.0521751,0.01168,,,,,,0.040723048,,,,,,,,,,,FW,0,12.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,18,0.201776947,,,,,,,,,,,,,,,0.58,,0.0083,,,,0.0168366,,,,0.0145,0.0313366,0.00575,,,,,,0.028496813,,,,,,,,,,,FW,0,5.9
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.71,,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,17,0.07462717,,,,,,,,,,,,,,,0.325,,0.0058,,,,0.0064003,,,,0.00443,0.0108303,0.00189,,,,,,0.025325897,,,,,,,,,,,FW,0,4.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,53,5.710821514,,,,,,,,,,,,,,,3.05,,0.0485,,,,0.57253,,,,1.4038,1.97633,0.45622,,,,,,0.07988693,,,,,,,,,,,FW,0,10.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,20,0.575382229,,,,,,,,,,,,,,,0.65,,0.01245,,,,0.0466396,,,,0.0429,0.0895396,0.02228,,,,,,0.038722086,,,,,,,,,,,FW,0,10.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,15,0.396774394,,,,,,,,,,,,,,,1.12,,0.0177,,,,0.0375824,,,,0.05319,0.0907724,0.01741,,,,,,0.04387884,,,,,,,,,,,FW,0,28.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,22,1.15481795,,,,,,,,,,,,,,,0.975,,0.02235,,,,0.1103174,,,,0.11907,0.2293874,0.06142,,,,,,0.053185872,,,,,,,,,,,FW,0,20.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,20,,,,,,,,,,,,,,,,1.035,,0.01675,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,20.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.19,,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.62,,0.0126,,,,,,,,,,0.04496,,,,,,,,,,,,,,,,,FW,0,
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,2.945239601,,,,,,,,,,,,,,,2.96,,0.042016905,,,,0.24895,,,,1.12694,1.37589,0.23359,,,,,,0.079311035,,,,,,,,,,,FW,0,4.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,34,0.334376197,,,,,,,,,,,,,,,0.98,,0.013687325,,,,0.0261222,,,,0.04864,0.0747622,0.0124,,,,,,0.037083979,,,,,,,,,,,FW,0,2.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,30,,,,,,,,,,,,,,,,3.16,,0.0359,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,33,0.926046007,,,,,,,,,,,,,,,3.2,,0.036605637,,,,0.0802759,,,,0.79983,0.8801059,0.0812,,,,,,0.087684628,,,,,,,,,,,FW,0,2.2
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,3.24,,0.037242257,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,2.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,50,1.688991655,,,,,,,,,,,,,,,1.89,,0.026419721,,,,0.13066,,,,0.41634,0.547,0.11251,,,,,,0.06661371,,,,,,,,,,,FW,0,3.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,34,0.898531783,,,,,,,,,,,,,,,1.1,,0.018143664,,,,0.0618101,,,,0.12467,0.1864801,0.04688,,,,,,0.052174003,,,,,,,,,,,FW,0,2
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.15,,0.021326762,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,45.75
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,10,0.17289675,,,,,,,,,,,,,,,0.5,,0.010504226,,,,0.014727,,,,0.01392,0.028647,0.00605,,,,,,0.034991982,,,,,,,,,,,FW,0,40.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.23,,0.021008452,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,34.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.6,,0.010822536,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,25.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,22,5.635721815,,,,,,,,,,,,,,,3.08,,0.0492,,,,0.6159,,,,1.12911,1.74501,0.46937,,,,,,0.083284806,,,,,,,,,,,FW,0,58.55
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,15,1.025306688,,,,,,,,,,,,,,,1.12,,0.021008452,,,,0.0925229,,,,0.10816,0.2006829,0.05271,,,,,,0.051409008,,,,,,,,,,,FW,0,45.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,2.85,,0.04135,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,27.1
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.16,,0.01945,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,17
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,1.795,,0.02595,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,15.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.48,,0.009549297,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,29
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Abies balsamea,Pinaceae,EG,,,,,,,,,,,,,,,,,0.7,,0.023236622,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,38
