"spdataset","dataset","species","age","dbh","sapbh","sapcb","h_t","h_c","cw","m_lf","a_lf","wbr","m_st","a_cs","SAcon","Vell","sp","authorname","reference","country","remark","a_cp","a_st","a_ss_dbh","a_ss_crownbase"
"Brown-ABLA","Brown","ABLA",201,20.828,NA,NA,16.64208,8.86968,3.048,6.051024,NA,12.9448368,NA,69.7617466639591,50.3850231918189,43.1455986547343,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",7.29658769900397,0.0340710108945157,NA,NA
"Brown-ABLA","Brown","ABLA",152,23.114,NA,NA,14.72184,14.72184,2.95656,27.755784,NA,42.95592,NA,109.24811922346,75.579670269348,67.3804814190986,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",6.86535936599283,0.0419604463440638,NA,NA
"Brown-ABLA","Brown","ABLA",91,17.272,NA,NA,9.99744,9.32688,2.98704,16.80588,NA,23.369472,NA,71.5185869255821,51.3271753246079,43.5729624814093,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",7.00764282612341,0.0234301538334683,NA,NA
"Brown-ABLA","Brown","ABLA",105,28.194,NA,NA,28.3464,21.21408,3.048,25.623864,NA,46.621008,NA,161.011919352285,109.126841262187,103.193596782457,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",7.29658769900397,0.0624314284996027,NA,NA
"Brown-LAOC","Brown","LAOC",6,0,NA,NA,1.3716,1.3716,0.57912,0.09598176,NA,0.1880172,NA,2.08891685919798,1.53862429009004,0.240859192490089,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.263406815934043,0,NA,NA
"Brown-LAOC","Brown","LAOC",10,0,NA,NA,1.3716,1.3716,0.6096,0.09902088,NA,0.11802672,NA,2.21150783433445,1.63728780151023,0.266879991678769,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.291863507960159,0,NA,NA
"Brown-LAOC","Brown","LAOC",3,0,NA,NA,1.09728,1.09728,0.3048,0.00898128,NA,0.00898128,NA,0.85102843700582,0.603363062868951,0.0533759983357538,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.0729658769900397,0,NA,NA
"Brown-LAOC","Brown","LAOC",15,5.334,NA,NA,4.17576,3.87096,1.0668,0.8591184,NA,1.8842544,NA,10.503304868804,7.44179178626197,2.30665859474581,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.893831993127986,0.00223457998281997,NA,NA
"Brown-LAOC","Brown","LAOC",8,5.588,NA,NA,4.4196,3.90144,1.88976,1.059156,NA,2.3242464,NA,19.7097264976019,14.7207575358379,7.29519422587156,"Larix occidentalis","Nutt.","Brown 1978","USA","",2.80480831149713,0.00245246419883189,NA,NA
"Brown-LAOC","Brown","LAOC",14,7.366,NA,NA,5.51688,5.51688,1.46304,1.1689272,NA,2.59686,NA,20.487887513182,14.4706553332968,6.18307564721372,"Larix occidentalis","Nutt.","Brown 1978","USA","",1.68113380585051,0.00426140989920996,NA,NA
"Brown-LAOC","Brown","LAOC",17,9.652,NA,NA,7.68096,7.1628,2.286,1.6402176,NA,3.891888,NA,42.0238483300027,30.1502168364427,19.5989993889096,"Larix occidentalis","Nutt.","Brown 1978","USA","",4.10433058068973,0.00731685599816787,NA,NA
"Brown-LAOC","Brown","LAOC",12,0,NA,NA,0.85344,0.85344,0.4572,0.0099792,NA,0.0099792,NA,1.05815446433263,0.798693232624051,0.0934079970875692,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.164173223227589,0,NA,NA
"Brown-LAOC","Brown","LAOC",5,0.508,NA,NA,2.10312,2.10312,0.79248,0.0709884,NA,0.07398216,NA,4.3341486484241,3.15732532765926,0.691575018436917,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.493249328452668,2.02682991638999e-05,NA,NA
"Brown-LAOC","Brown","LAOC",6,0.762,NA,NA,1.92024,1.92024,0.762,0.14701176,NA,0.20697768,NA,3.82359918439438,2.79926688554302,0.583799981797307,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.456036731187748,4.56036731187748e-05,NA,NA
"Brown-LAOC","Brown","LAOC",9,1.27,NA,NA,1.524,1.524,1.03632,0.18901512,NA,0.33099192,NA,4.47172425119016,3.46379736176121,0.856981306612936,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.843485538004859,0.000126676869774374,NA,NA
"Brown-LAOC","Brown","LAOC",8,2.032,NA,NA,2.22504,2.07264,0.97536,0.20198808,NA,0.40701528,NA,5.38414197512658,4.0093638823954,1.03241042114311,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.747170580378006,0.000324292786622399,NA,NA
