,,yr,m2,cm2 (5),m2,m,,,g,g,g,g/m2,,,,,,mol/m2 (3) ,,(4),,,,,,,,
Species,Code,family,Age,a.lf,lf.sz,a.st,h.t,h.c,m.lf,m.st,m.br.2.,lf.ma.1.,d.st,n.lf,pft,growth.conditions,status,light,Dawkins,Climbing,group..7.,lat,long,vegetation,lai,map,mat,reference
Trema micrantha,122,,0.5,0.8360,26.9000,0.00011122,1.53,1.13,48.3076,41.7190,15.4230,57.78496792,0.331962977,3.08E-02,EA,unmanaged,,22.87492409,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,128,,0.5,0.1615,26.9000,4.77836E-05,1,0.82,8.1413,7.1990,2.5400,50.41184929,0.147058749,2.54E-02,EA,unmanaged,,17.9812549,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,135,,0.5,0.1119,26.9000,4.90167E-05,0.89,0.49,6.7352,7.4890,1.9080,60.19997437,0.171668163,2.78E-02,EA,unmanaged,,17.57569729,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,139,,0.5,0.5145,26.9000,0.000103869,1.36,1.13,28.9261,36.0070,7.8110,56.21771255,0.287978384,2.61E-02,EA,unmanaged,,23.25129535,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,167,,0.5,0.1038,26.9000,1.4522E-05,0.7,0.52,4.6000,3.5810,0.5810,44.33008567,0.352273106,3.82E-02,EA,unmanaged,,9.641302533,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,180,,0.5,0.0479,26.9000,2.20618E-05,0.91,0.39,2.2100,4.6270,0.2440,46.13022709,0.230471106,2.33E-02,EA,unmanaged,,23.65696933,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,197,,0.5,0.0796,26.9000,3.21699E-05,1.1,,3.6240,6.2060,0.5750,45.54230094,0.184302667,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,4,,0.5,0.5568,1488.3666,0.000229658,1.52,0.25,38.5421,59.0456,6.1870,69.22552921,0.216887458,2.18E-02,EA,unmanaged,,32.24492678,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,5,,0.5,0.4454,1488.3666,0.000183854,1.32,0.34,32.0200,53.2710,7.1370,71.89063519,0.263720332,1.96E-02,EA,unmanaged,,27.23656148,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,14,,0.5,0.4046,1488.3666,0.000103869,1.19,0.46,23.9285,33.7840,6.6570,59.13830398,0.278976652,2.48E-02,EA,unmanaged,,23.76798754,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,24,,0.5,0.3981,1488.3666,0.000120763,0.78,0.19,28.0160,27.9940,5.7630,70.37428569,0.297191993,1.96E-02,EA,unmanaged,,18.67360132,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,35,,0.5,0.0660,1488.3666,6.22114E-05,0.5,0.08,4.4020,5.6610,0.6760,66.70497526,0.181992402,2.68E-02,EA,unmanaged,,14.07909624,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,46,,0.5,0.1561,1488.3666,9.16088E-05,1.03,0.25,11.0320,18.7240,1.7700,70.6732424,0.204390751,2.09E-02,EA,unmanaged,,27.97625134,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,65,,0.5,0.6617,1488.3666,0.000366435,2.2,0.65,45.6741,141.3970,13.5740,69.02881298,0.258272013,2.71E-02,EA,unmanaged,,32.34483352,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,70,,0.5,0.3487,1488.3666,0.000330064,1.6,0.6,32.4694,94.0673,18.6430,93.11133499,0.207851622,2.13E-02,EA,unmanaged,,22.5072418,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,77,,0.5,0.3265,1488.3666,0.000235062,1.29,,28.0077,54.2360,7.3150,85.78188564,0.182322253,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,119,,0.5,1.2715,1488.3666,0.000289529,1.44,0.76,96.6221,53.8360,24.2958,75.98833365,0.15147696,2.56E-02,EA,unmanaged,,27.75442264,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,141,,0.5,0.4365,1488.3666,0.000103869,0.78,0.39,31.2131,19.3350,5.5760,71.50303616,0.238651414,2.32E-02,EA,unmanaged,,15.96657971,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,154,,0.5,0.4723,1488.3666,0.000107513,1,0.26,34.1935,36.3990,6.3270,72.39366466,0.334507904,2.13E-02,EA,unmanaged,,29.95477187,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,181,,0.5,1.2993,1488.3666,0.000280552,1.677,1.247,85.4832,114.4290,21.2060,65.7935392,0.342050576,2.34E-02,EA,unmanaged,,22.43712477,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,190,,0.5,1.6902,1488.3666,0.000356327,1.92,1.04,138.2386,133.3900,37.6440,81.78796571,0.270599536,2.21E-02,EA,unmanaged,,31.31351458,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,191,,0.5,0.7963,1488.3666,0.000314159,1.42,0.69,57.4577,78.2690,18.1550,72.15523639,0.215658131,2.53E-02,EA,unmanaged,,29.78557812,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,201,,0.5,1.6911,1488.3666,0.00022698,2.14,0.55,100.3128,146.8820,21.2900,59.31779239,0.442417699,,EA,unmanaged,,33.53540153,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,603,,0.5,0.0623,1488.3666,7.85398E-05,0.55,0.55,3.7720,4.8300,0.5160,60.55871405,0.15,,EA,unmanaged,,20.2447786,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,604,,0.5,0.3250,1488.3666,0.000103869,0.9,0.9,21.2964,18.1050,5.8030,65.53319401,0.24,,EA,unmanaged,,19.6135118,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,27,,0.5,0.0933,1094.6499,9.85203E-05,0.4,0.13,6.1820,4.4410,1.0032,66.2935462,0.112692459,2.07E-02,EA,unmanaged,,14.15744075,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,30,,0.5,0.2348,1094.6499,0.00021904,0.47,0.25,15.4660,12.9110,1.9790,65.87998006,0.125412031,2.24E-02,EA,unmanaged,,13.83059172,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,33,,0.5,0.1530,1094.6499,0.000122718,0.53,0.25,9.7280,7.0020,1.4850,63.58281509,0.107655527,2.30E-02,EA,unmanaged,,13.39832562,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,49,,0.5,0.0612,1094.6499,0.00012868,0.5,0.13,4.1030,5.2160,0.5240,66.99958006,0.081069549,1.95E-02,EA,unmanaged,,15.68069461,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,58,,0.5,0.0909,1094.6499,0.000118823,0.72,0.2,7.4150,14.3150,0.6140,81.54496131,0.167324198,2.24E-02,EA,unmanaged,,16.46455453,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,60,,0.5,0.0624,1094.6499,0.000118823,0.66,0.17,4.0550,12.9360,0.5780,64.99667309,0.164951385,2.93E-02,EA,unmanaged,,16.13039295,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,63,,0.5,0.1829,1094.6499,0.00011499,0.75,0.65,11.6690,25.9990,2.3230,63.78486133,0.301463515,2.18E-02,EA,unmanaged,,18.01902919,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,69,,0.5,0.2512,1094.6499,0.000176715,0.87,0.33,19.5240,40.2070,3.7035,77.72143807,0.261562104,2.20E-02,EA,unmanaged,,15.60779237,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,117,,0.5,0.0468,1094.6499,3.84845E-05,0.6,0.05,3.2470,6.6840,0.2960,69.36095709,0.289467113,2.24E-02,EA,unmanaged,,14.84512387,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,150,,0.5,0.1440,1094.6499,0.000105683,0.8,0.3,9.3580,16.5150,0.9580,64.98470091,0.195336198,1.93E-02,EA,unmanaged,,26.50332691,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,155,,0.5,0.3569,1094.6499,0.000221671,0.86,0.35,27.1070,39.0990,2.6470,75.94730723,0.205096738,2.60E-02,EA,unmanaged,,26.43905256,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,158,,0.5,0.0578,1094.6499,0.000105683,0.46,0.12,3.5920,4.7400,0.4330,62.19678509,0.097502253,2.30E-02,EA,unmanaged,,19.53284783,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,162,,0.5,0.1122,1094.6499,0.000198557,0.66,0.14,7.2850,12.6600,0.7760,64.94503436,0.096606343,2.30E-02,EA,unmanaged,,17.9729193,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,171,,0.5,0.5371,1094.6499,0.000415476,1.25,0.55,53.9552,86.1210,7.9810,100.4644746,0.20164841,2.18E-02,EA,unmanaged,,21.45518782,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,212,,0.5,0.6593,1094.6499,0.000311026,1.55,0.64,52.1427,61.8690,12.1900,79.09261864,0.163349936,2.13E-02,EA,unmanaged,,29.54877672,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,213,,0.5,0.0777,1094.6499,0.00010207,0.5,0.07,4.9820,4.6360,0.5370,64.08530618,0.090839313,2.44E-02,EA,unmanaged,,18.76771041,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,214,,0.5,0.2697,1094.6499,0.000169717,0.95,0.39,20.0520,26.0240,3.6350,74.35562112,0.161408311,2.46E-02,EA,unmanaged,,23.21042601,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,10,,0.5,0.6969,246.4000,0.000116899,1.18,1.08,59.2023,42.4100,,84.95261681,0.340123652,2.26E-02,EA,unmanaged,,13.891212,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,28,,0.5,0.3857,246.4000,4.18539E-05,0.85,0.79,33.1316,15.7090,,85.9044991,0.441564359,1.92E-02,EA,unmanaged,,23.24657225,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,36,,0.5,0.8233,246.4000,5.8088E-05,1.06,0.91,67.0537,43.5670,,81.44866186,0.727567913,2.23E-02,EA,unmanaged,,24.33156182,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,40,,0.5,0.2471,246.4000,5.02655E-05,0.72,0.57,18.4190,8.8690,0.3930,74.52895952,0.245059929,2.29E-02,EA,unmanaged,,17.42785889,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,71,,0.5,0.6006,246.4000,6.36173E-05,1.08,0.89,54.4927,49.5770,,90.72605736,0.759259463,2.10E-02,EA,unmanaged,,16.84653774,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,78,,0.5,0.3461,246.4000,6.50388E-05,0.82,0.7,32.4881,21.2200,1.0530,93.85805348,0.397886186,,EA,unmanaged,,12.79372558,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,84,,0.5,0.5405,246.4000,0.00010207,1.26,1.02,52.8702,34.1760,,97.82044411,0.303085092,2.58E-02,EA,unmanaged,,15.75586104,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,85,,0.5,0.3561,246.4000,7.85398E-05,0.87,0.71,31.4250,17.1800,0.9410,88.25564386,0.251428223,2.45E-02,EA,unmanaged,,12.81262117,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,93,,0.5,0.3973,246.4000,5.41061E-05,1.04,0.96,29.4475,18.1770,,74.11667451,0.335951157,2.19E-02,EA,unmanaged,,17.4345865,4.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,100,,0.5,0.1266,246.4000,1.6619E-05,0.5,0.43,8.9370,4.9260,,70.57346183,0.592814556,2.22E-02,EA,unmanaged,,15.31374085,2.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,104,,0.5,0.8119,246.4000,0.000126677,1.37,1.29,70.8736,52.9160,,87.29682217,0.382934944,2.31E-02,EA,unmanaged,,19.84191822,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,140,,0.5,0.2452,246.4000,2.37583E-05,0.77,0.72,20.0585,9.6470,,81.80186968,0.527334631,1.92E-02,EA,unmanaged,,13.27983179,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,144,,0.5,0.0972,246.4000,2.20618E-05,0.23,0.15,8.6960,2.3880,0.1320,89.46463444,0.470614025,2.21E-02,EA,unmanaged,,9.783293832,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,147,,0.5,0.1947,246.4000,5.153E-05,0.62,0.5,16.7670,10.8490,,86.11380095,0.33957687,2.11E-02,EA,unmanaged,,11.57963148,3.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,185,,0.5,0.6543,246.4000,0.000118823,1.3,1.05,53.6262,34.9100,4.2870,81.95349584,0.273970786,2.31E-02,EA,unmanaged,,27.06889851,5.00,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,601,,0.5,0.7754,246.4000,0.000126677,1.5,1.5,66.3497,55.4140,4.3650,85.56551374,0.48,1.69E-02,EA,unmanaged,,24.54980127,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,610,,0.5,0.5954,246.4000,0.000103869,1.25,1.25,59.0694,37.0750,,99.21427471,0.43,2.42E-02,EA,unmanaged,,23.41577947,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,23,,0.5,0.4284,67.3000,8.17128E-05,1,0.92,18.4522,9.8310,3.8740,43.07329134,0.120311591,2.78E-02,EA,unmanaged,,15.11848223,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,52,,0.5,0.2036,67.3000,3.21699E-05,0.88,0.56,9.4948,12.4980,,46.64245062,0.441476935,3.32E-02,EA,unmanaged,,14.28295823,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,66,,0.5,0.0709,67.3000,1.01788E-05,0.5,0.46,3.4580,3.8810,,48.78591336,0.762568314,3.30E-02,EA,unmanaged,,16.09568904,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,74,,0.5,0.2252,67.3000,2.29022E-05,0.59,0.48,9.6900,5.0810,1.0140,43.0369721,0.376027651,2.59E-02,EA,unmanaged,,15.17159209,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,80,,0.5,0.2641,67.3000,2.55176E-05,0.71,0.64,11.3487,7.2550,1.7850,42.96416593,0.400441865,3.13E-02,EA,unmanaged,,17.98175362,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,96,,0.5,0.6555,67.3000,3.21699E-05,0.62,0.48,26.9475,11.5220,6.1400,41.10704123,0.577678697,3.06E-02,EA,unmanaged,,12.99304092,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,103,,0.5,0.8321,67.3000,0.000138929,1.18,,36.3225,37.1910,12.7160,43.64992425,0.265164066,2.95E-02,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,107,,0.5,0.1110,67.3000,1.88574E-05,0.62,0.56,5.4610,5.7510,,49.21018594,0.491891861,2.79E-02,EA,unmanaged,,13.02881474,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
