"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,1.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,0.029,NA,NA,0.105,NA,NA,NA,1.518,1.957,0.334,NA,NA,0.315,2.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",7,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,0.008,NA,NA,0.0032,NA,NA,NA,0.06,0.0703,0.0071,NA,NA,0.081,0.1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,0.013,NA,NA,0.041,NA,NA,NA,0.181,0.257,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,0.011,NA,NA,0.0077,NA,NA,NA,0.091,0.1072,0.0085,NA,NA,0.045,0.1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA,NA,0.012,NA,NA,0.014,NA,NA,NA,0.146,0.17,0.01,NA,NA,0.054,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,0.019,NA,NA,0.019,NA,NA,NA,0.44,0.485,0.026,NA,NA,2.925,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,1.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.031,NA,NA,0.116,NA,NA,NA,1.607,1.879,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,16.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,0.07,NA,NA,1.549,NA,NA,NA,8.544,13.142,3.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",9,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,0.017,NA,NA,0.015,NA,NA,NA,0.317,0.353,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,1.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,0.035,NA,NA,0.174,NA,NA,NA,1.743,2.308,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,0.051,NA,NA,0.432,NA,NA,NA,4.81,6.533,1.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,6.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,0.038,NA,NA,0.588,NA,NA,NA,2.428,3.656,0.64,NA,NA,0.45,4.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,0.034,NA,NA,0.077,NA,NA,NA,1.853,2.647,0.717,NA,NA,0.45,3.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,0.02,NA,NA,0.02,NA,NA,NA,0.555,0.591,0.016,NA,NA,0.122,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 2",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,41.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,0.12,NA,NA,4.66,NA,NA,NA,26.58,39.932,8.692,NA,NA,9.212,49.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 2",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,17.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.093,NA,NA,2.01,NA,NA,NA,14.374,19.709,3.325,NA,NA,4.361,24.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 2",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,18.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,0.095,NA,NA,2.076,NA,NA,NA,16.9,22.635,3.659,NA,NA,4.557,27.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 2",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,24.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,0.092,NA,NA,2.736,NA,NA,NA,15.262,23.054,5.056,NA,NA,4.998,28.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 2",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,9.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,0.073,NA,NA,0.986,NA,NA,NA,7.394,10.376,1.996,NA,NA,3.675,14.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 2",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,0.06,NA,NA,0.596,NA,NA,NA,5.957,7.585,1.032,NA,NA,1.593,9.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 4",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,22.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,0.101,NA,NA,2.508,NA,NA,NA,19.449,28.293,6.336,NA,NA,10.535,38.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 4",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,13.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,0.08,NA,NA,1.525,NA,NA,NA,11.658,16.931,3.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 4",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,9.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,0.072,NA,NA,1.058,NA,NA,NA,8.679,11.311,1.574,NA,NA,2.303,13.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 4",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,5.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,0.062,NA,NA,0.614,NA,NA,NA,6.885,8.678,1.179,NA,NA,1.764,10.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 4",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.047,NA,NA,0.247,NA,NA,NA,3.567,4.162,0.348,NA,NA,1.372,5.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 4",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,1.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,0.03,NA,NA,0.15,NA,NA,NA,1.61,1.927,0.167,NA,NA,0.402,2.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 6",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,21.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,0.092,NA,NA,2.232,NA,NA,NA,11.39,16.862,3.24,NA,NA,5.39,22.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 6",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,9.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,0.06,NA,NA,0.988,NA,NA,NA,6.47,9.156,1.698,NA,NA,2.107,11.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 6",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,6.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,0.05,NA,NA,0.636,NA,NA,NA,4.155,5.555,0.764,NA,NA,0.764,6.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 6",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,2.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,0.036,NA,NA,0.3,NA,NA,NA,1.978,2.543,0.265,NA,NA,0.402,2.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 6",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,0.023,NA,NA,0.098,NA,NA,NA,0.74,0.94,0.102,NA,NA,0.108,1.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 6",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",15,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,0.015,NA,NA,0.007,NA,NA,NA,0.195,0.209,0.007,NA,NA,0.074,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 8",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,16.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,0.101,NA,NA,1.97,NA,NA,NA,16.975,23.994,5.049,NA,NA,5.88,29.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 8",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,10.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,0.08,NA,NA,1.219,NA,NA,NA,10.991,14.279,2.069,NA,NA,2.744,17.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 8",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,5.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,0.06,NA,NA,0.689,NA,NA,NA,5.504,7.271,1.078,NA,NA,1.225,8.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 8",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,3.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,0.049,NA,NA,0.408,NA,NA,NA,2.818,3.9,0.674,NA,NA,0.637,4.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 8",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",15,2.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,0.04,NA,NA,0.285,NA,NA,NA,2.826,3.515,0.404,NA,NA,0.549,4.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Experimental plot 8",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",16,1.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,0.032,NA,NA,0.179,NA,NA,NA,1.439,1.856,0.238,NA,NA,0.466,2.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
