"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,6.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,0.036,NA,NA,0.516,NA,NA,NA,1.538,2.559,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",7,3.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,0.028,NA,NA,0.266,NA,NA,NA,0.902,1.391,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,3.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,0.032,NA,NA,0.328,NA,NA,NA,0.893,1.571,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,1.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,NA,NA,0.019,NA,NA,0.095,NA,NA,NA,0.416,0.595,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,1.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,0.021,NA,NA,0.146,NA,NA,NA,0.482,0.733,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,1.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,NA,NA,0.02,NA,NA,0.14,NA,NA,NA,0.515,0.73,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",9,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,0.015,NA,NA,0.114,NA,NA,NA,0.244,0.403,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",3,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,0.008,NA,NA,0.024,NA,NA,NA,0.061,0.1,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,0.008,NA,NA,0.038,NA,NA,NA,0.055,0.105,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,2.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,0.019,NA,NA,0.196,NA,NA,NA,0.43,0.756,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,0.007,NA,NA,0.024,NA,NA,NA,0.06,0.099,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",9,1.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,0.017,NA,NA,0.139,NA,NA,NA,0.38,0.708,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",11,1.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,0.021,NA,NA,0.198,NA,NA,NA,0.714,1.089,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",9,0.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,0.017,NA,NA,0.12,NA,NA,NA,0.394,0.647,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",10,1.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,0.023,NA,NA,0.217,NA,NA,NA,0.614,1.087,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",10,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,0.015,NA,NA,0.108,NA,NA,NA,0.38,0.575,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",10,2.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,0.026,NA,NA,0.284,NA,NA,NA,0.988,1.449,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",7,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,0.018,NA,NA,0.108,NA,NA,NA,0.399,0.584,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Quercus glauca","Fagaceae","EA",10,1.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,0.019,NA,NA,0.222,NA,NA,NA,0.634,0.956,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,9.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,0.05,NA,NA,0.84,NA,NA,NA,3,4.716,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,20.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.065,NA,NA,1.7,NA,NA,NA,6,9.61,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,1.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,0.024,NA,NA,0.13,NA,NA,NA,0.844,1.033,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,1.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,NA,NA,0.031,NA,NA,0.16,NA,NA,NA,1.325,1.612,0.127,NA,NA,0.29,1.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,3.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,0.033,NA,NA,0.362,NA,NA,NA,1.75,2.363,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,0.016,NA,NA,0.062,NA,NA,NA,0.348,0.427,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,0.014,NA,NA,0.045,NA,NA,NA,0.274,0.342,0.023,NA,NA,0.059,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,5.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,0.04,NA,NA,0.509,NA,NA,NA,2.557,3.48,0.414,NA,NA,0.594,4.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,2.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,0.029,NA,NA,0.205,NA,NA,NA,1.17,1.462,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
