,,,cm,m,m,m2,g,g,g,m2,cm2,cm,cm2/g,g/m2,m2/m2,,,,mm,,,,,,,,
Source,species,Tree.No.,DBH,Height,Crown.depth,Crown.Projection.Area,Stem.mass,Total.leaf.mass,Individual.leaf.mass,Total.leaf.area,Individual.leaf.area,Stem.diameter.at.10.percent.Height,SLA,LMA,LAI,light.ISF,light.DSF,light.GSF,D0,pft,growingCondition,location,latitude,longitude,vegetation,map,mat
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,170,,459,194,1.382300768,1635.237854,,,,,3.724225668,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,171,,619,63,2.199114858,2469.923914,,,,,3.978873577,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,172,,520,100,1.472621556,2122.932432,,,,,4.010704566,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,173,,478,70,0.858047494,2203.370984,28.71922333,0.886299721,5911.852123,182.4447975,4.265352475,205.85,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,174,,494,106,2.391537408,2405.39245,,,,,4.392676429,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,175,,439,184,11.05840614,2456.244519,130.980513,0.475936874,38145.4548,134.9138255,4.710986316,291.23,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,176,,650,180,1.661117116,4299.405583,,,,,5.188451145,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,177,,580,240,6.785840132,4513.618026,140.8097696,0.634122958,28161.95391,126.8245917,5.634084985,199.9999999,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,178,,697,260,9.699667318,,,,,,6.429859701,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
Osada (2005) Canadian Journal of Botany,Rhus trichocarpa Miq.,179,,805,375,5.937610115,,,,,,6.525352667,,,,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G1,2.660684123,3.1,1,3.235840433,,66.24,,2.367015653,,3.269765129,,27.9902247,0.731499498,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G2,1.751992865,2,0.4,1.979203372,,23.04,,0.960810436,,2.425581167,,23.99162117,0.485453112,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G3,5.220282133,5.4,3,3.805254102,,304.65,,6.34980433,,5.920563883,,47.98324235,1.668693906,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G4,6.207042781,6.63,4.03,6.459899894,,555.03,,16.69256865,,7.703099246,,33.25154514,2.584028998,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G5,4.062421445,4.6,1.47,6.00829595,,117.89,,3.622521368,,4.743877844,,32.55003574,0.602919929,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G6,2.45673625,3.95,1.7,2.890265241,,53.72,,1.502236958,,2.968730537,,35.77697894,0.519757473,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G7,8.021409132,7.92,5.7,8.664512539,,734.76,,15.77478904,,8.689859893,,46.58022356,1.820620487,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G8,4.798143599,6.65,4.75,2.827433388,,89.25,,1.615251667,,5.112684227,,55.27894001,0.571278416,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G9,4.009456821,3.7,1.09,6.043638867,,67.74,,2.379116984,,4.592170729,,28.48128128,0.393656378,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G10,8.849014836,7.4,3.18,5.52920307,,576.61,,9.27787087,,9.517465597,,62.15373205,1.677976148,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G11,1.786432758,2.3,0.8,1.095630438,,35.35,,0.764217938,,2.44382262,,46.29961981,0.697514337,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G12,3.979718583,4,3.24,4.523893421,,365.63,,6.787232434,,5.884930586,,53.87592123,1.500307766,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G13,1.780491505,2.65,1.85,3.581415625,,251.8,,3.716450973,,3.723244687,,67.76580717,1.037704462,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G14,2.522002379,3.1,0.97,3.471459882,,36.29,,1.262452025,,3.250364595,,28.76188503,0.363666027,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ","Gamblea innovans (Siebold et Zucc.) C.B. Shang, Lowry et Frodin",G15,12.41408556,8.3,4.7,10.41437965,,1227.72,,22.84812783,,12.98704336,,53.73561935,2.193901951,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C1,5.443099054,6.15,2.63,4.154756284,,202.25,,5.502752884,,6.016056849,,36.75909209,1.324446612,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C2,2.459946544,4.5,2.24,0.86393798,,37.53,,1.041547913,,3.107580087,,36.0575827,1.205581809,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C3,6.143380803,7.1,3.15,18.45882034,,336.25,,14.18188406,,6.652676621,,23.71101742,0.768298505,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C4,8.212395064,9.2,6.1,9.589711575,,1006.88,,23.30112006,,8.849014836,,43.21297849,2.429804054,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C5,2.246569162,3.2,1.3,2.603594912,,40.31,,1.362367036,,2.697436561,,29.6036963,0.523263827,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C6,3.696181814,4.35,2.51,3.233327159,,222.58,,3.898590766,,4.577605488,,57.10286443,1.205752024,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C7,6.970986507,6.6,3.8,6.587527095,,724.87,,13.88916024,,7.894085177,,52.19229869,2.10840275,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C8,11.33183195,11.3,7.05,8.906415173,,1314.77,,23.54595857,,11.07718404,,55.84014753,2.643707722,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C9,2.361461412,5.1,2.6,2.86081281,,32.77,,1.029645756,,0.808925213,,31.84852635,0.359913711,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C10,7.543944303,7.5,5.4,6.126105675,,762.93,,14.38636003,,8.785352859,,53.03410996,2.348369551,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C11,3.317855181,5.65,2.62,3.887720909,,35.59,,1.501702747,,4.066885541,,23.71101742,0.386268146,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
"Osada (unpublished data, data were collected in 2012) ",Chengiopanax sciadophylloides (Franch. et Sav.) C.B. Shang et J.Y. Huang,C12,3.934365641,6.3,3.28,6.086835766,,115.33,,3.824030095,,4.568281953,,30.16490381,0.628245979,,,,,DA,FW,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15
