"dataset","location","latitude","longitude","vegetation","map","mat","species","family","pft","age","h.t","h.c","d.ba","d.cr","c.d","growingCondition","status","light"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",30,0.93,0.257,0.0163,1.06,0.673,"FW",0,"8.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",48,3.06,1.68,0.0473,1.82,1.38,"FW",0,"7.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",18,0.44,0.13,0.0064,0.305,0.31,"FW",0,"2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",22,0.64,0.2,0.012,0.565,0.44,"FW",0,"1.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",50,2.13,0.718,0.035,1.215,1.412,"FW",0,"3.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",50,1.895,1.065,0.0333,0.74,0.83,"FW",0,"2.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",59,2.6,1.14,0.0515,1.835,1.46,"FW",0,"3.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",43,1.07,0.1,0.0285,1.115,0.97,"FW",0,"5.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",47,2.46,0.58,0.0416,1.615,1.88,"FW",0,"6.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",32,1.65,0.21,0.0255,1.315,1.44,"FW",0,"7.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",20,0.59,0.095,0.0076,0.28,0.495,"FW",0,"2.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",36,1.17,0.21,0.02625,1.1,0.96,"FW",0,"3.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",47,1.73,0.29,0.0305,1.38,1.44,"FW",0,"5.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",56,2.68,0.82,0.0634,1.79,1.86,"FW",0,"7.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.79,0.15,0.0123,0.65,0.64,"FW",0,"5.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",41,1.27,0.08,0.0296,1.045,1.19,"FW",0,"9.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",33,0.83,0.1,0.0146,0.78,0.73,"FW",0,"2.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",23,0.415,0.065,0.00805,0.365,0.35,"FW",0,"4.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",28,0.94,0.07,0.01605,0.745,0.87,"FW",0,"6.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.63,0.1,0.01235,0.565,0.53,"FW",0,"3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",16,0.54,0.07,0.00985,0.36,0.47,"FW",0,"5.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,NA,NA,0.0685,2.43,NA,"FW",0,"10.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.196,0.526,0.0136,1.09,0.67,"FW",0,"3.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",22,0.55,0.16,0.0075,0.505,0.39,"FW",0,"1.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.73,0.13,0.0079,0.51,0.6,"FW",0,"2.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,NA,NA,0.0606,2.36,NA,"FW",0,"9.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",47,1.52,0,0.02,1.185,1.52,"FW",0,"2.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",26,0.57,0.17,0.0107,0.535,0.4,"FW",0,"4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",44,1.84,0.26,0.02815,1.03,1.58,"FW",0,"5.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",39,2.1,0.22,0.045,1.575,1.88,"FW",0,"11.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,NA,NA,0.0885,2.725,NA,"FW",0,"13.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",30,1.41,0.43,0.0236,1.045,0.98,"FW",0,"4.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,NA,NA,0.0675,2.35,NA,"FW",0,"9.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",50,3.115,0.32,0.0655,1.845,2.795,"FW",0,"8.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.735,0.05,0.0175,0.875,0.685,"FW",0,"5.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",63,3.4,1.22,0.0675,1.7,2.18,"FW",0,"10.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.605,0.505,0.029,1.41,1.1,"FW",0,"6.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.72,0.52,0.01065,0.57,0.2,"FW",0,"8.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,NA,NA,0.0785,2.095,NA,"FW",0,"14"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",50,3.74,2.14,0.054,1.415,1.6,"FW",0,"3.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,NA,NA,0.0685,2.02,NA,"FW",0,"7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",26,0.94,0.24,0.0156,0.525,0.7,"FW",0,"11.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.95,0.5,0.01635,0.375,0.45,"FW",0,"9.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.342,-0.008,0.00465,0.225,0.35,"FW",0,"9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.59,0.07,0.0105,0.565,0.52,"FW",0,"7.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.41,0.04,0.00695,0.32,0.37,"FW",0,"16.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.55,0,0.0079,0.44,0.55,"FW",0,"35.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.615,0.085,0.01005,0.53,0.53,"FW",0,"28.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",31,0.75,0.35,0.0131,0.485,0.4,"FW",0,"5.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",61,3.03,0.93,0.05,1.755,2.1,"FW",0,""
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,2.2,NA,0.0362,NA,NA,"FW",0,""
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",12,0.62,0.3,0.0093,NA,0.32,"FW",0,"36.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.7,0.28,NA,0.34,0.42,"FW",0,"4.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",12,0.48,0.19,0.006,0.18,0.29,"FW",0,"17.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.46,0.19,NA,0.27,0.27,"FW",0,"1.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",27,1.75,1.75,0.0283,NA,NA,"FW",0,"20.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",14,0.52,0.23,0.00505,0.32,0.29,"FW",0,"9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.52,0.2,NA,0.215,0.32,"FW",0,"3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.87,0.13,NA,0.655,0.74,"FW",0,"2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.595,0.175,NA,0.34,0.42,"FW",0,"7.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.36,1.36,NA,NA,NA,"FW",0,"19.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.17,0.52,NA,0.92,0.65,"FW",0,"6.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.93,0.78,NA,1.35,1.15,"FW",0,"5.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,2.51,0.86,NA,1.935,1.65,"FW",0,"5.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.48,0.19,NA,0.255,0.29,"FW",0,"6.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",13,0.71,0.39,0.01245,0.435,0.32,"FW",0,"25.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",15,1.46,1.46,0.0303,NA,NA,"FW",0,"30.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,0.36,0.36,NA,NA,NA,"FW",0,"53.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.14,0.46,NA,0.5175,0.68,"FW",0,"12.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.43,0.33,NA,1.005,1.1,"FW",0,"9.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.36,0.21,NA,0.895,1.15,"FW",0,"9.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.11,0.41,NA,0.565,0.7,"FW",0,"7.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,2.35,NA,NA,NA,NA,"FW",0,"2.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Picea glauca","Pinaceae","EG",NA,1.27,0.89,NA,0.46,0.38,"FW",0,"8.3"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",14,1.11,0,0.0163,0.575,1.11,"FW",0,"46.85"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",16,1.09,0.14,0.01805,0.74,0.95,"FW",0,"74.2"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",19,1.35,0.41,0.021,0.79,0.94,"FW",0,"47.05"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",16,0.84,0.17,0.0157,0.545,0.67,"FW",0,"57.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",15,0.89,0.23,0.0106,0.575,0.66,"FW",0,"19.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",19,0.66,0.12,0.0121,0.295,0.54,"FW",0,"41.85"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",21,0.86,0.4,0.0119,0.55,0.46,"FW",0,"23.45"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,1.29,0.27,0.0173,0.915,1.02,"FW",0,"7.3"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",32,2.24,0.72,0.0412,1.62,1.52,"FW",0,"19.5"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",31,1.1,0.32,0.0253,1.04,0.78,"FW",0,"19"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",17,0.94,0.13,0.0142,0.555,0.81,"FW",0,"50.65"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",15,1.54,0,0.03135,1.02,1.54,"FW",0,"77.95"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",30,1.4,0.89,0.02,1.055,0.51,"FW",0,"8.05"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",19,0.48,0.31,0.0049,0.17,0.17,"FW",0,"3.45"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,0.94,0.64,0.0115,0.835,0.3,"FW",0,"3.75"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",33,1.47,0.72,0.0129,0.98,0.75,"FW",0,"9.55"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",23,1.01,0.64,0.0096,0.34,0.37,"FW",0,"6.95"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",28,1.46,0.31,0.0225,1.035,1.15,"FW",0,"19.35"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",28,0.86,0.26,0.016,0.84,0.6,"FW",0,"9.75"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,1.08,0.4,0.0175,0.865,0.68,"FW",0,"20"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",26,1.84,0.82,0.0317,1.325,1.02,"FW",0,"25.55"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",19,0.55,0.25,0.00785,0.485,0.3,"FW",0,"11.1"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",29,1.94,1.04,0.0236,1.01,0.9,"FW",0,"13.05"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",15,0.97,0.14,0.01555,0.57,0.83,"FW",0,"47.8"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",16,0.85,0.16,0.0125,0.5,0.69,"FW",0,"32.65"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",12,0.57,0.03,0.0129,0.44,0.54,"FW",0,"51.05"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",21,2.36,0.21,0.0508,1.375,2.15,"FW",0,"82.2"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,2.02,0.84,0.027,0.93,1.18,"FW",0,"11.15"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,1.07,0.34,0.01305,0.935,0.73,"FW",0,"7.9"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",18,0.59,0.15,0.0089,0.415,0.44,"FW",0,"17.8"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",33,3.05,0.51,0.0505,1.92,2.54,"FW",0,"10.05"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",20,1.17,0.24,0.02,1.135,0.93,"FW",0,"14.15"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",18,0.94,0.29,0.015,0.795,0.65,"FW",0,"11.5"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,1.11,0.53,0.0221,0.95,0.58,"FW",0,"18.95"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",17,0.33,0.09,0.005,0.3,0.24,"FW",0,"4.65"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",14,0.35,0.11,0.0058,0.25,0.24,"FW",0,"24.85"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,2.18,0.53,0.041,1.505,1.65,"FW",0,"27.85"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",20,1.38,0.31,0.0285,1.025,1.07,"FW",0,"23"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",31,2.69,0.69,0.0404,1.975,2,"FW",0,"24.2"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",19,0.91,0.26,0.0132,0.745,0.65,"FW",0,"8.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",22,1.09,0.64,0.014,0.725,0.45,"FW",0,"5.45"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",17,1.45,0.55,0.0198,0.69,0.9,"FW",0,"29.15"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",24,1.75,0.82,0.0235,0.72,0.93,"FW",0,"1.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",29,2.12,1.22,0.0205,0.69,0.9,"FW",0,"3.85"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,2.75,NA,0.028,NA,NA,"FW",0,"6.1"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",25,1.69,1.14,0.0155,0.82,0.55,"FW",0,"4.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",30,2.53,1.43,0.028,1.155,1.1,"FW",0,"9.2"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",30,3.02,0.77,0.0525,1.675,2.25,"FW",0,"31.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",24,1.08,0.43,0.0125,0.68,0.65,"FW",0,"26.15"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",28,1.58,0.45,0.029,1.15,1.13,"FW",0,"27.9"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",30,2.4,1.1,0.032,1.325,1.3,"FW",0,"34.75"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",28,2.05,0.75,0.0235,1.19,1.3,"FW",0,"4"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",27,0.94,0.38,0.0113,0.76,0.56,"FW",0,"17.4"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",24,2.19,1.91,0.0243,0.365,0.28,"FW",0,"2.2"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",27,2.87,2.09,0.0264,0.78,0.78,"FW",0,"3.4"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",20,1.75,NA,0.014185,NA,NA,"FW",0,"1.9"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",7,0.37,0.04,0.0056,0.325,0.33,"FW",0,"49.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",12,0.54,0.04,0.01,0.44,0.5,"FW",0,"54.6"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",11,0.33,0,0.0081,0.325,0.33,"FW",0,"48.9"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",23,3.15,0.57,0.0587,1.31,2.58,"FW",0,"89.8"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",14,1.77,0.37,0.029,0.97,1.4,"FW",0,"68.6"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",23,2.35,0.85,0.0365,0.955,1.5,"FW",0,"54.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",23,1.74,0.24,0.0255,0.975,1.5,"FW",0,"52.7"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",29,3.01,0.28,0.0649,1.84,2.73,"FW",0,"42.1"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",26,3.27,0.53,0.066,1.615,2.74,"FW",0,"72.95"
"Claveau2002","Aleza Lake",54,-122,"BorF",930.9,2.6,"Picea glauca x Picea engelmannii","Pinaceae","EG",15,1.76,0.15,0.0261,0.77,1.61,"FW",0,"91.35"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.52,0.16,0.0109,0.505,0.36,"FW",0,"3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",48,2.71,1.56,0.0411,1.855,1.15,"FW",0,"8.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.6,0.54,0.0256,1.42,1.06,"FW",0,"5.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",34,0.72,0.347,0.01175,0.595,0.373,"FW",0,"3.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.212,0.704,0.0254,1.2575,0.508,"FW",0,"2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.74,0.62,0.0241,1.745,1.12,"FW",0,"4.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",28,2.085,0.915,0.0288,1.23,1.17,"FW",0,"2.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",19,0.45,0.18,0.0074,0.54,0.27,"FW",0,"3.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.62,0.308,0.0224,1.195,1.312,"FW",0,"4.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",18,0.53,0.21,0.0091,0.53,0.32,"FW",0,"2.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",27,0.78,0.257,0.0139,0.715,0.523,"FW",0,"2.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",27,0.65,0.283,0.0102,0.735,0.367,"FW",0,"2.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,4.2,1.3,0.0501,2.4,2.9,"FW",0,"7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",27,1.91,0.454,0.0287,1.775,1.456,"FW",0,"7.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",36,3.09,1.03,0.0496,2.035,2.06,"FW",0,"11.1"
