"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,12.6,NA,0.241,NA,NA,17.68,NA,NA,NA,153.42,186.64,15.54,NA,NA,34.02,220.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,10.1,NA,0.227,NA,NA,8.92,NA,NA,NA,137.64,157.43,10.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,8.6,NA,0.312,NA,NA,18.15,NA,NA,NA,240.83,294.33,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,11.6,NA,0.382,NA,NA,34.66,NA,NA,NA,517.55,589.34,37.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,11.7,NA,0.255,NA,NA,15.26,NA,NA,NA,183.87,217.38,18.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,13.6,NA,0.331,NA,NA,24.25,NA,NA,NA,332.18,387.3,30.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,4.1,NA,0.165,NA,NA,3.9,NA,NA,NA,44.28,54,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,13.6,NA,0.356,NA,NA,29.8,NA,NA,NA,357.54,426.63,39.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-9",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,11.9,NA,0.411,NA,NA,36.26,NA,NA,NA,488.05,583.76,59.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2.3,NA,0.207,NA,NA,17.92,NA,NA,NA,81.66,126.3,26.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,4,NA,0.135,NA,NA,4.67,NA,NA,NA,41.13,50.14,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5.1,NA,0.168,NA,NA,8.65,NA,NA,NA,58.76,79.21,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.5,NA,0.057,NA,NA,1.13,NA,NA,NA,2.77,4.71,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.5,NA,0.09,NA,NA,3.31,NA,NA,NA,4.3,10.34,2.73,NA,NA,6.58,16.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.8,NA,0.05,NA,NA,0.97,NA,NA,NA,3.93,6.19,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.5,NA,0.075,NA,NA,1.62,NA,NA,NA,6.21,9.44,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-10",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,2.5,NA,0.125,NA,NA,5.07,NA,NA,NA,28.49,38.89,5.33,NA,NA,13.63,52.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-11",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,6.9,NA,0.248,NA,NA,13.95,NA,NA,NA,160.08,187.76,13.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-11",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,6.7,NA,0.436,NA,NA,54.93,NA,NA,NA,612.11,755.2,87.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-11",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,10.2,NA,0.445,NA,NA,35.81,NA,NA,NA,631.74,739.18,70.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-11",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,13.2,NA,0.344,NA,NA,25.81,NA,NA,NA,412.56,475.17,36.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Murakami-Onnagawa-11",38,140,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,8.2,NA,0.375,NA,NA,30.42,NA,NA,NA,387.99,456.9,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,5,NA,0.182,NA,NA,10.39,NA,NA,NA,57.95,80.91,12.57,NA,NA,16.18,97.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,5.2,NA,0.222,NA,NA,10.64,NA,NA,NA,94.25,118.03,13.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,5.8,NA,0.122,NA,NA,2.71,NA,NA,NA,25.16,31.35,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,6.2,NA,0.208,NA,NA,8.44,NA,NA,NA,67.07,85.94,10.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,6,NA,0.187,NA,NA,9.81,NA,NA,NA,60.55,82.33,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,6.9,NA,0.149,NA,NA,3.67,NA,NA,NA,38.31,45.98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,3.5,NA,0.194,NA,NA,9.62,NA,NA,NA,62.96,83.31,10.73,NA,NA,18.98,102.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-14",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,3.5,NA,0.177,NA,NA,8.99,NA,NA,NA,48.68,66.42,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-19",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.2,NA,0.137,NA,NA,7.17,NA,NA,NA,19.48,36.96,10.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-19",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2.2,NA,0.084,NA,NA,2.5,NA,NA,NA,7.78,12.73,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-19",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,3,NA,0.098,NA,NA,1.72,NA,NA,NA,10.15,14.46,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-19",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.4,NA,0.12,NA,NA,6.17,NA,NA,NA,16.52,29.13,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Hakone-19",35.3,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.9,NA,0.107,NA,NA,2.77,NA,NA,NA,14.16,20.15,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
