dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,method_lai,method_age,method_a.lf,method_a.ssba,method_a.ssbh,method_a.ssbc,method_a.shba,method_a.shbh,method_a.shbc,method_a.sbba,method_a.sbbh,method_a.sbbc,method_a.stba,method_a.stbh,method_a.stbc,method_a.cp,method_a.cs,method_h.t,method_h.c,method_d.ba,method_d.bh,method_d.cr,method_c.d,method_m.lf,method_m.ss,method_m.sh,method_m.sb,method_m.st,method_m.so,method_m.br,method_m.rf,method_m.rc,method_m.rt,method_m.to,method_a.ilf,method_ma.ilf,method_r.st,method_r.ss,method_r.sb,method_r.sh,method_n.lf,method_n.ss,method_n.sb,method_n.sh,method_n.rf,method_n.rc,method_light
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000883482,0.003138851,0.051,0.045902603,5.00E-04,NA,NA,NA,3.40E-05,NA,NA,NA,2.20E-05,NA,NA,NA,NA,2.90E-05,NA,5.50E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000977033,0.003768239,0.067,0.048217069,0.00152,NA,NA,NA,4.00E-05,NA,NA,NA,2.00E-05,NA,NA,NA,NA,2.00E-05,NA,3.36E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000350909,0.000530593,0.026,0.007596589,3.00E-04,NA,NA,NA,4.00E-06,NA,NA,NA,4.00E-06,NA,NA,NA,NA,2.00E-06,NA,2.75E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001497237,0.006601492,0.05,0.069209799,0.0019,NA,NA,NA,7.60E-05,NA,NA,NA,7.00E-05,NA,NA,NA,NA,5.80E-05,NA,0.000159794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,7.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000224046,0.00046688,0.031,0.011091452,5.00E-04,NA,NA,NA,5.00E-06,NA,NA,NA,4.00E-06,NA,NA,NA,NA,7.00E-06,NA,1.78E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002052771,0.005499721,0.073,0.044968476,0.0019,NA,NA,NA,6.60E-05,NA,NA,NA,6.60E-05,NA,NA,NA,NA,0.000149,NA,0.000102039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016589067,0.058767589,0.2,0.171718944,0.0048,NA,NA,NA,0.00082,NA,NA,NA,0.000485,NA,NA,NA,NA,0.000486,NA,0.000592726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011450459,0.028222271,0.105,0.095418974,0.0021,NA,NA,NA,0.000334,NA,NA,NA,1.00E-04,NA,NA,NA,NA,0.000138,NA,0.000502659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017270765,0.061817782,0.178,0.17485118,0.0029,NA,NA,NA,0.00084,NA,NA,NA,0.00028,NA,NA,NA,NA,0.000452,NA,0.000945592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028214747,0.091313356,0.195,0.212674502,0.00389,NA,NA,NA,0.000921,NA,NA,NA,0.000236,NA,NA,NA,NA,0.001169,NA,0.000705106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021849489,0.095141137,0.201,0.248302072,0.0044,NA,NA,NA,0.001446,NA,NA,NA,0.000621,NA,NA,NA,NA,0.001063,NA,0.001207637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024977814,0.084764293,0.254,0.243987284,0.00371,NA,NA,NA,0.000527,NA,NA,NA,0.001777,NA,NA,NA,NA,0.001297,NA,0.000813409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029553389,0.086721454,0.215,0.188682249,0.0032,NA,NA,NA,0.00127,NA,NA,NA,0.000305,NA,NA,NA,NA,0.000657,NA,0.0011854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.0422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038170948,0.224871381,0.51,0.440150322,0.00401,NA,NA,NA,0.00422,NA,NA,NA,0.00278,NA,NA,NA,NA,0.00162,NA,0.001361358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.05513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048057225,0.204941414,0.32,0.3393038,0.00457,NA,NA,NA,0.00436,NA,NA,NA,0.00195,NA,NA,NA,NA,0.00175,NA,0.001020969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024880385,0.084545584,0.193,0.205495707,0.00491,NA,NA,NA,0.001515,NA,NA,NA,0.001293,NA,NA,NA,NA,0.00172,NA,0.001801831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.02469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048727132,0.118470856,0.205,0.205448114,0.00379,NA,NA,NA,0.001404,NA,NA,NA,0.000773,NA,NA,NA,NA,0.001764,NA,0.001122246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.04935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05139092,0.223795412,0.404,0.354419144,0.0033,NA,NA,NA,0.00444,NA,NA,NA,0.00288,NA,NA,NA,NA,0.00238,NA,0.001644873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017751038,0.049674341,0.143,0.130165035,0.003,NA,NA,NA,0.000689,NA,NA,NA,0.00029,NA,NA,NA,NA,0.000433,NA,0.000840646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006076188,0.01765836,0.084,0.080444086,0.0017,NA,NA,NA,0.000163,NA,NA,NA,0.00028,NA,NA,NA,NA,0.000405,NA,0.000305788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022102201,0.0766076,0.2,0.208580143,0.00379,NA,NA,NA,0.000989,NA,NA,NA,0.000527,NA,NA,NA,NA,0.000517,NA,0.000695852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021161915,0.059632854,0.178,0.137196412,0.0031,NA,NA,NA,0.001146,NA,NA,NA,0.00074,NA,NA,NA,NA,0.000909,NA,0.001063068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015232984,0.042575765,0.137,0.111990224,0.00711,NA,NA,NA,0.00076,NA,NA,NA,0.000311,NA,NA,NA,NA,0.000671,NA,0.000996529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004642165,0.018055868,0.103,0.103949432,0.0026,NA,NA,NA,0.00032,NA,NA,NA,0.000304,NA,NA,NA,NA,0.000397,NA,0.00039269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003496383,0.005860414,0.064,0.039473821,0.00254,NA,NA,NA,4.00E-05,NA,NA,NA,7.60E-05,NA,NA,NA,NA,9.10E-05,NA,0.000116605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.00052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001032934,0.003470967,0.041,0.04433059,0.001,NA,NA,NA,4.00E-05,NA,NA,NA,3.00E-05,NA,NA,NA,NA,4.00E-05,NA,6.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,9.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000254959,0.00049914,0.017,0.010004909,0.000401,NA,NA,NA,4.00E-06,NA,NA,NA,2.00E-06,NA,NA,NA,NA,3.00E-06,NA,2.17E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011445333,0.037765194,0.254,0.137335362,0.00356,NA,NA,NA,0.000989,NA,NA,NA,0.000527,NA,NA,NA,NA,0.000517,NA,0.000522924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Atherospermataceae,Laureliopsis philippiana,EA,NA,0.01185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,0.00082,NA,NA,NA,0.000485,NA,NA,NA,NA,0.000486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002887351,0.007287738,0.055,0.04593354,0.0016,NA,NA,NA,0.000102,NA,NA,NA,4.60E-05,NA,NA,NA,NA,0.000108,NA,0.000173893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002974892,0.007151352,0.06,0.052584902,0.0015,NA,NA,NA,7.70E-05,NA,NA,NA,2.00E-05,NA,NA,NA,NA,9.30E-05,NA,0.000153809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003105944,0.006694793,0.064,0.044245545,0.0012,NA,NA,NA,9.80E-05,NA,NA,NA,5.20E-05,NA,NA,NA,NA,4.40E-05,NA,0.000171793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002321058,0.005751657,0.065,0.05464246,0.0015,NA,NA,NA,9.70E-05,NA,NA,NA,2.60E-05,NA,NA,NA,NA,6.30E-05,NA,0.000139382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001931089,0.005993506,0.079,0.054149613,0.0013,NA,NA,NA,8.20E-05,NA,NA,NA,5.20E-05,NA,NA,NA,NA,2.90E-05,NA,0.000100186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
