d.order,g.epi,Engler.Family,APG.Family,TreeID,StemID,MultStem,DE,CB,D0,D0.2,DBH,DBH.2,DL,DL.2,D10,H,H.2,HL,CrwnA,CrwnW,BrL,BrL.2,WS,WB,WBc,WBo,WOSB,WSB,WBL,WL,WLc,WLo,WF,WR,WA,Age,LA,LAc,LAo,V,Lat,Long,Country,Prefecture,Site,Stand,Domi.sp,Dens,Stand.age,Alt,Forest.type,Year,Month,Day,Collector,Ref,Ref.T.E,Ref.A.E,Ref.Y,Ref.J.E,Ref.V,Ref.P,Note.E
1902,Eurya japonica,Theaceae,Ternstroemiaceae,34,34,,E,B,NA,NA,0.6,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,0.089,0.027,NA,NA,NA,0.116,NA,0.021,NA,NA,0,NA,0.137,,0.1744,NA,NA,0.000172,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1903,Eurya japonica,Theaceae,Ternstroemiaceae,35,35,,E,B,NA,NA,1.8,NA,NA,NA,NA,2.73,NA,NA,NA,NA,NA,NA,0.5,0.18,NA,NA,NA,0.68,NA,0.069,NA,NA,0.001,NA,0.75,,0.7422,NA,NA,0.00089,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1904,Rhododendron macrosepalum,Ericaceae,Ericaceae,36,36,,D,B,NA,NA,0.7,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,0.084,0.078,NA,NA,NA,0.162,NA,0.008,NA,NA,0,NA,0.17,,0.2002,NA,NA,0.000188,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1905,Eurya japonica,Theaceae,Ternstroemiaceae,37,37,,E,B,NA,NA,0.4,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,0.112,0.04,NA,NA,NA,0.152,NA,0.034,NA,NA,0,NA,0.186,,0.4399,NA,NA,0.000202,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1906,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,262,262,,E,B,NA,NA,7.2,NA,NA,NA,NA,7.08,NA,NA,NA,NA,NA,NA,8.341,1.903,NA,NA,NA,10.244,NA,0.844,NA,NA,0,NA,11.088,,8.5545,NA,NA,0.014746,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1907,Aria alnifolia,Rosaceae,Rosaceae,263,263,,D,B,NA,NA,8.6,NA,NA,NA,NA,8.54,NA,NA,NA,NA,NA,NA,13.626,5.689,NA,NA,NA,19.315,NA,1.03,NA,NA,0.165,NA,20.51,,20.2183,NA,NA,0.024277,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1908,Quercus variabilis,Fagaceae,Fagaceae,261,261,,D,B,NA,NA,25.8,NA,NA,NA,NA,15.76,NA,NA,NA,NA,NA,NA,147.633,70.573,NA,NA,NA,218.206,NA,4.096,NA,NA,0.031,NA,222.333,,43.5522,NA,NA,0.247915,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1909,Quercus variabilis,Fagaceae,Fagaceae,264,264,,D,B,NA,NA,11,NA,NA,NA,NA,13.68,NA,NA,NA,NA,NA,NA,43.92,8.18,NA,NA,NA,52.1,NA,0.786,NA,NA,0,NA,52.886,,8.3428,NA,NA,0.071622,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1910,Eurya japonica,Theaceae,Ternstroemiaceae,38,38,,E,B,NA,NA,1.8,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,0.428,0.158,NA,NA,NA,0.586,NA,0.272,NA,NA,0.004,NA,0.862,,1.4504,NA,NA,0.000806,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1911,Ligustrum japonicum,Oleaceae,Oleaceae,39,39,,E,B,NA,NA,2.5,NA,NA,NA,NA,3.52,NA,NA,NA,NA,NA,NA,0.74,0.218,NA,NA,NA,0.958,NA,0.264,NA,NA,0,NA,1.222,,2.4323,NA,NA,0.001199,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1912,Ligustrum japonicum,Oleaceae,Oleaceae,40,40,,E,B,NA,NA,2.5,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,0.47,0.352,NA,NA,NA,0.822,NA,0.297,NA,NA,0,NA,1.119,,3.3293,NA,NA,0.00105,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1913,Eurya japonica,Theaceae,Ternstroemiaceae,41,41,,E,B,NA,NA,0.8,NA,NA,NA,NA,2.07,NA,NA,NA,NA,NA,NA,0.127,0.006,NA,NA,NA,0.133,NA,0.006,NA,NA,0,NA,0.139,,0.1254,NA,NA,0.000249,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1914,Eurya japonica,Theaceae,Ternstroemiaceae,42,42,,E,B,NA,NA,1,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,0.21,0.016,NA,NA,NA,0.226,NA,0.027,NA,NA,0,NA,0.253,,0.3502,NA,NA,0.000365,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1915,Eurya japonica,Theaceae,Ternstroemiaceae,43,43,,E,B,NA,NA,1.8,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,0.427,0.107,NA,NA,NA,0.534,NA,0.07,NA,NA,0,NA,0.604,,0.8121,NA,NA,0.000684,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1916,Eurya japonica,Theaceae,Ternstroemiaceae,44,44,,E,B,NA,NA,2.5,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,0.472,0.124,NA,NA,NA,0.596,NA,0.075,NA,NA,0,NA,0.671,,0.7726,NA,NA,0.001046,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1917,Eurya japonica,Theaceae,Ternstroemiaceae,45,45,,E,B,NA,NA,1.9,NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,0.56,0.196,NA,NA,NA,0.756,NA,0.066,NA,NA,0,NA,0.822,,0.8005,NA,NA,0.000982,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1918,Quercus glauca,Fagaceae,Fagaceae,46,46,,E,B,NA,NA,1.8,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,0.407,0.089,NA,NA,NA,0.496,NA,0.064,NA,NA,0,NA,0.56,,0.6152,NA,NA,0.000673,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1919,Eurya japonica,Theaceae,Ternstroemiaceae,47,47,,E,B,NA,NA,2.4,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,0.743,0.201,NA,NA,NA,0.944,NA,0.018,NA,NA,1.00E-04,NA,0.9621,,0.8057,NA,NA,0.001273,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1920,Eurya japonica,Theaceae,Ternstroemiaceae,48,48,,E,B,NA,NA,1.5,NA,NA,NA,NA,2.51,NA,NA,NA,NA,NA,NA,0.236,0.075,NA,NA,NA,0.311,NA,0.049,NA,NA,0,NA,0.36,,0.553,NA,NA,0.000478,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1921,Eurya japonica,Theaceae,Ternstroemiaceae,49,49,,E,B,NA,NA,1.9,NA,NA,NA,NA,2.92,NA,NA,NA,NA,NA,NA,0.453,0.065,NA,NA,NA,0.518,NA,0.033,NA,NA,0,NA,0.551,,0.3885,NA,NA,0.000813,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1922,Eurya japonica,Theaceae,Ternstroemiaceae,50,50,,E,B,NA,NA,1.5,NA,NA,NA,NA,3.54,NA,NA,NA,NA,NA,NA,0.28,0.053,NA,NA,NA,0.333,NA,0.045,NA,NA,0,NA,0.378,,0.4172,NA,NA,0.000527,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1923,Quercus glauca,Fagaceae,Fagaceae,51,51,,E,B,NA,NA,1.5,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,NA,0.307,0.041,NA,NA,NA,0.348,NA,0.096,NA,NA,0,NA,0.444,,0.7079,NA,NA,0.000486,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1924,Eurya japonica,Theaceae,Ternstroemiaceae,52,52,,E,B,NA,NA,1.4,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,0.287,0.041,NA,NA,NA,0.328,NA,0.033,NA,NA,0.011,NA,0.372,,0.3953,NA,NA,0.000484,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1925,Eurya japonica,Theaceae,Ternstroemiaceae,53,53,,E,B,NA,NA,1.5,NA,NA,NA,NA,2.74,NA,NA,NA,NA,NA,NA,0.223,0.083,NA,NA,NA,0.306,NA,0.067,NA,NA,0.01,NA,0.383,,0.8208,NA,NA,0.000471,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1926,Lyonia ovalifolia,Ericaceae,Ericaceae,54,54,,D,B,NA,NA,3.3,NA,NA,NA,NA,5.26,NA,NA,NA,NA,NA,NA,1.722,0.196,NA,NA,NA,1.918,NA,0.126,NA,NA,0,NA,2.044,,1.0922,NA,NA,0.003636,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1927,Vaccinium bracteatum,Ericaceae,Ericaceae,55,55,,E,B,NA,NA,1.8,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,0.731,2.032,NA,NA,NA,2.763,NA,0.274,NA,NA,0.003,NA,3.04,,4.5734,NA,NA,0.001591,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1928,Eurya japonica,Theaceae,Ternstroemiaceae,0,0,,E,B,NA,NA,0.4,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,0.068,0.017,NA,NA,NA,0.085,NA,0.014,NA,NA,0,NA,0.099,,0.156,NA,NA,0.000114,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1929,Quercus glauca,Fagaceae,Fagaceae,269,269,,E,B,NA,NA,10.7,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,27.413,6.871,NA,NA,NA,34.284,NA,2.693,NA,NA,0,NA,36.977,,26.4343,NA,NA,0.037773,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1930,Quercus variabilis,Fagaceae,Fagaceae,271,271,,D,B,NA,NA,16.6,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA,96.211,16.628,NA,NA,NA,112.839,NA,2.369,NA,NA,0,NA,115.208,,21.826,NA,NA,0.157447,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1931,Quercus glauca,Fagaceae,Fagaceae,56,56,,E,B,NA,NA,5.7,NA,NA,NA,NA,7.36,NA,NA,NA,NA,NA,NA,6.962,0.969,NA,NA,NA,7.931,NA,0.852,NA,NA,0,NA,8.783,,5.7134,NA,NA,0.011477,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1932,Quercus glauca,Fagaceae,Fagaceae,57,57,,E,B,NA,NA,0.4,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,0.074,0.014,NA,NA,NA,0.088,NA,0.033,NA,NA,0,NA,0.121,,0.3263,NA,NA,0.000115,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1933,Vaccinium bracteatum,Ericaceae,Ericaceae,58,58,,E,B,NA,NA,2.4,NA,NA,NA,NA,3.92,NA,NA,NA,NA,NA,NA,0.724,0.24,NA,NA,NA,0.964,NA,0.141,NA,NA,0.002,NA,1.107,,2.1259,NA,NA,0.001393,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1934,Ligustrum japonicum,Oleaceae,Oleaceae,61,61,,E,B,NA,NA,1.2,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,0.215,0.097,NA,NA,NA,0.312,NA,0.075,NA,NA,0,NA,0.387,,0.7178,NA,NA,0.000369,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1935,Ligustrum japonicum,Oleaceae,Oleaceae,62,62,,E,B,NA,NA,1.1,NA,NA,NA,NA,2.76,NA,NA,NA,NA,NA,NA,0.193,0.08,NA,NA,NA,0.273,NA,0.051,NA,NA,0,NA,0.324,,0.6226,NA,NA,0.000401,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1936,Ligustrum japonicum,Oleaceae,Oleaceae,63,63,,E,B,NA,NA,2.1,NA,NA,NA,NA,3.41,NA,NA,NA,NA,NA,NA,0.607,0.219,NA,NA,NA,0.826,NA,0.212,NA,NA,1.00E-04,NA,1.0381,,1.9633,NA,NA,0.000965,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1937,Ligustrum japonicum,Oleaceae,Oleaceae,64,64,,E,B,NA,NA,2.9,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,0.963,0.686,NA,NA,NA,1.649,NA,0.348,NA,NA,0,NA,1.997,,3.1436,NA,NA,0.001767,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1938,Ligustrum japonicum,Oleaceae,Oleaceae,65,65,,E,B,NA,NA,2.1,NA,NA,NA,NA,3.78,NA,NA,NA,NA,NA,NA,0.615,0.1,NA,NA,NA,0.715,NA,0.191,NA,NA,0,NA,0.906,,1.6913,NA,NA,0.001025,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1939,Ligustrum japonicum,Oleaceae,Oleaceae,66,66,,E,B,NA,NA,1.2,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,0.191,0.03,NA,NA,NA,0.221,NA,0.044,NA,NA,0,NA,0.265,,0.4079,NA,NA,0.000297,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1940,Ligustrum japonicum,Oleaceae,Oleaceae,67,67,,E,B,NA,NA,0.8,NA,NA,NA,NA,1.87,NA,NA,NA,NA,NA,NA,0.085,0.009,NA,NA,NA,0.094,NA,0.012,NA,NA,0,NA,0.106,,0.1064,NA,NA,0.000134,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1941,Ligustrum japonicum,Oleaceae,Oleaceae,68,68,,E,B,NA,NA,0.9,NA,NA,NA,NA,2.11,NA,NA,NA,NA,NA,NA,0.152,0.061,NA,NA,NA,0.213,NA,0.033,NA,NA,0,NA,0.246,,0.387,NA,NA,0.000252,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1942,Ligustrum japonicum,Oleaceae,Oleaceae,69,69,,E,B,NA,NA,1.3,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,0.273,0.169,NA,NA,NA,0.442,NA,0.117,NA,NA,0,NA,0.559,,0.9536,NA,NA,0.000527,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1943,Eurya japonica,Theaceae,Ternstroemiaceae,70,70,,E,B,NA,NA,1.5,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,0.211,0.044,NA,NA,NA,0.255,NA,0.027,NA,NA,1.00E-04,NA,0.2821,,0.2732,NA,NA,0.000406,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
