d.order,g.epi,Engler.Family,APG.Family,TreeID,StemID,MultStem,DE,CB,D0,D0.2,DBH,DBH.2,DL,DL.2,D10,H,H.2,HL,CrwnA,CrwnW,BrL,BrL.2,WS,WB,WBc,WBo,WOSB,WSB,WBL,WL,WLc,WLo,WF,WR,WA,Age,LA,LAc,LAo,V,Lat,Long,Country,Prefecture,Site,Stand,Domi.sp,Dens,Stand.age,Alt,Forest.type,Year,Month,Day,Collector,Ref,Ref.T.E,Ref.A.E,Ref.Y,Ref.J.E,Ref.V,Ref.P,Note.E
177,Distylium racemosum,Hamamelidaceae,Hamamelidaceae,4,4,,E,B,NA,NA,6,NA,4.5,NA,NA,7.9,NA,4.7,NA,NA,NA,NA,9.39,1.73,NA,NA,NA,11.12,NA,0.54,NA,NA,NA,NA,11.66,49,4.9,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-282,
178,Distylium racemosum,Hamamelidaceae,Hamamelidaceae,5,5,,E,B,NA,NA,9.6,NA,7.4,NA,NA,9.6,NA,5.5,NA,NA,NA,NA,27.08,5.47,NA,NA,NA,32.55,NA,1.68,NA,NA,NA,NA,34.23,62,12.4,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-283,
179,Meliosma rigida,Sabiaceae,Sabiaceae,6,6,,E,B,NA,NA,6,NA,4,NA,NA,5.9,NA,3.3,NA,NA,NA,NA,3.37,0.38,NA,NA,NA,3.75,NA,0.14,NA,NA,NA,NA,3.89,31,1.5,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-284,
180,Meliosma rigida,Sabiaceae,Sabiaceae,7,7,,E,B,NA,NA,13.3,NA,10.9,NA,NA,10.8,NA,6.5,NA,NA,NA,NA,45.75,12.02,NA,NA,NA,57.77,NA,2.99,NA,NA,NA,NA,60.76,43,32.5,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-285,
181,Machilus thunbergii,Lauraceae,Lauraceae,8,8,,E,B,NA,NA,10.7,NA,7.1,NA,NA,9.1,NA,6.8,NA,NA,NA,NA,31.53,3.91,NA,NA,NA,35.44,NA,1.39,NA,NA,NA,NA,36.83,,8,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-286,
182,Machilus thunbergii,Lauraceae,Lauraceae,9,9,,E,B,NA,NA,21.1,NA,16.3,NA,NA,11.3,NA,5.8,NA,NA,NA,NA,137.73,22.27,NA,NA,NA,160,NA,4.25,NA,NA,NA,NA,164.25,52,22.8,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-287,
183,Schefflera heptaphylla,Araliaceae,Araliaceae,10,10,,E,B,NA,NA,9.3,NA,6.8,NA,NA,8.1,NA,4.3,NA,NA,NA,NA,13.88,1.91,NA,NA,NA,15.79,NA,0.17,NA,NA,NA,NA,15.96,58,NA,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-288,
184,Schefflera heptaphylla,Araliaceae,Araliaceae,11,11,,E,B,NA,NA,13.4,NA,13,NA,NA,9.3,NA,2.3,NA,NA,NA,NA,29.26,3.32,NA,NA,NA,32.58,NA,0.39,NA,NA,NA,NA,32.97,37,NA,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-289,
185,Pyrenaria virgata,Theaceae,Theaceae,12,12,,E,B,NA,NA,5.2,NA,6.4,NA,NA,4.7,NA,0.8,NA,NA,NA,NA,4.05,2.48,NA,NA,NA,6.53,NA,0.69,NA,NA,NA,NA,7.22,,7.2,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-290,
186,Camellia lutchuensis,Theaceae,Theaceae,13,13,,E,B,NA,NA,14.1,NA,14.2,NA,NA,9.2,NA,2.3,NA,NA,NA,NA,41.45,30.9,NA,NA,NA,72.35,NA,2.11,NA,NA,NA,NA,74.46,85,23.6,NA,NA,NA,26.45,128.05,Japan,Okinawa,Yona Experimental Forest of Ryukyu University,,,2900,,320,,1973,2,,"Utsugi, Tanouchi, Ishihara",Kawanabe 1977,"A subtropical broad-leaved forest at Yona, Okinawa","Kawanabe, S.",1977,Primary productivity of Japanese forests. Productivity of terrestrial communities. JIBP synthesis volume 16. University of Tokyo Press.,NA,268-291,
187,Castanopsis sieboldii,Fagaceae,Fagaceae,1,1,,E,B,NA,NA,6.6,NA,NA,NA,NA,6.8,NA,5.3,NA,NA,NA,NA,7.282,0.274,NA,NA,NA,7.556,NA,0.127,NA,NA,NA,NA,7.683,NA,1.3288,NA,NA,0.0111,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
188,Castanopsis sieboldii,Fagaceae,Fagaceae,2,2,,E,B,NA,NA,8.8,NA,NA,NA,NA,10.6,NA,3,NA,NA,NA,NA,18.671,0.501,NA,NA,NA,19.172,NA,0.286,NA,NA,NA,NA,19.458,NA,2.6774,NA,NA,0.0278,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
189,Castanopsis sieboldii,Fagaceae,Fagaceae,3,3,,E,B,NA,NA,10.7,NA,NA,NA,NA,11,NA,8.2,NA,NA,NA,NA,28.688,1.15,NA,NA,NA,29.838,NA,0.474,NA,NA,NA,NA,30.312,NA,3.7525,NA,NA,0.0402,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
190,Castanopsis sieboldii,Fagaceae,Fagaceae,4,4,,E,B,NA,NA,12,NA,NA,NA,NA,10,NA,6.8,NA,NA,NA,NA,28.663,1.847,NA,NA,NA,30.51,NA,0.619,NA,NA,NA,NA,31.129,NA,6.1461,NA,NA,0.0436,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
191,Castanopsis sieboldii,Fagaceae,Fagaceae,5,5,,E,B,NA,NA,12.2,NA,NA,NA,NA,10.2,NA,5.5,NA,NA,NA,NA,36.973,5.501,NA,NA,NA,42.474,NA,1.402,NA,NA,NA,NA,43.876,NA,13.9663,NA,NA,0.0502,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
192,Castanopsis sieboldii,Fagaceae,Fagaceae,6,6,,E,B,NA,NA,14.6,NA,NA,NA,NA,10.8,NA,7,NA,NA,NA,NA,47.93,6.64,NA,NA,NA,54.57,NA,1.666,NA,NA,NA,NA,56.236,NA,11.83,NA,NA,0.0833,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
193,Castanopsis sieboldii,Fagaceae,Fagaceae,7,7,,E,B,NA,NA,18,NA,NA,NA,NA,11.4,NA,6.2,NA,NA,NA,NA,77.345,9.982,NA,NA,NA,87.327,NA,3.272,NA,NA,NA,NA,90.599,NA,26.1829,NA,NA,0.124,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
194,Castanopsis sieboldii,Fagaceae,Fagaceae,8,8,,E,B,NA,NA,21,NA,NA,NA,NA,11.8,NA,7,NA,NA,NA,NA,110.669,29.325,NA,NA,NA,139.994,NA,4.832,NA,NA,NA,NA,144.826,NA,34.5231,NA,NA,0.1892,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
195,Castanopsis sieboldii,Fagaceae,Fagaceae,9,9,,E,B,NA,NA,22.4,NA,NA,NA,NA,10.9,NA,6.9,NA,NA,NA,NA,123.141,25.91,NA,NA,NA,149.051,NA,5.664,NA,NA,NA,NA,154.715,NA,36.2364,NA,NA,0.1871,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
196,Castanopsis sieboldii,Fagaceae,Fagaceae,10,10,,E,B,NA,NA,22.6,NA,NA,NA,NA,11.1,NA,5.7,NA,NA,NA,NA,121.181,29.975,NA,NA,NA,151.156,NA,6.258,NA,NA,NA,NA,157.414,NA,48.484,NA,NA,0.1845,28.33,129.45,Japan,Kagoshima,Amami Kinsakubaru Forest,Stand A,Castanopsis sieboldii,,45,300,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
197,Castanopsis sieboldii,Fagaceae,Fagaceae,11,11,,E,B,NA,NA,3,NA,NA,NA,NA,5.6,NA,4.3,NA,NA,NA,NA,1.009,0.096,NA,NA,NA,1.105,NA,0.063,NA,NA,NA,NA,1.168,NA,0.8267,NA,NA,0.0015,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
198,Castanopsis sieboldii,Fagaceae,Fagaceae,12,12,,E,B,NA,NA,3.2,NA,NA,NA,NA,5.6,NA,3.3,NA,NA,NA,NA,1.141,0.064,NA,NA,NA,1.205,NA,0.058,NA,NA,NA,NA,1.263,NA,0.5563,NA,NA,0.0018,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
199,Castanopsis sieboldii,Fagaceae,Fagaceae,13,13,,E,B,NA,NA,4,NA,NA,NA,NA,6.5,NA,5.4,NA,NA,NA,NA,2.189,0.18,NA,NA,NA,2.369,NA,0.126,NA,NA,NA,NA,2.495,NA,1.298,NA,NA,0.0036,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
200,Castanopsis sieboldii,Fagaceae,Fagaceae,14,14,,E,B,NA,NA,4.6,NA,NA,NA,NA,7.8,NA,4,NA,NA,NA,NA,4.009,0.554,NA,NA,NA,4.563,NA,0.318,NA,NA,NA,NA,4.881,NA,3.474,NA,NA,0.0056,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
201,Castanopsis sieboldii,Fagaceae,Fagaceae,15,15,,E,B,NA,NA,5.7,NA,NA,NA,NA,8.3,NA,5.3,NA,NA,NA,NA,6.736,0.708,NA,NA,NA,7.444,NA,0.251,NA,NA,NA,NA,7.695,NA,2.2701,NA,NA,0.0099,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
202,Castanopsis sieboldii,Fagaceae,Fagaceae,16,16,,E,B,NA,NA,5.9,NA,NA,NA,NA,7.6,NA,5.6,NA,NA,NA,NA,5.512,0.633,NA,NA,NA,6.145,NA,0.367,NA,NA,NA,NA,6.512,NA,4.5382,NA,NA,0.0091,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
203,Castanopsis sieboldii,Fagaceae,Fagaceae,17,17,,E,B,NA,NA,6.5,NA,NA,NA,NA,8.1,NA,4.6,NA,NA,NA,NA,7.742,0.397,NA,NA,NA,8.139,NA,0.518,NA,NA,NA,NA,8.657,NA,4.4914,NA,NA,0.0119,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
204,Castanopsis sieboldii,Fagaceae,Fagaceae,18,18,,E,B,NA,NA,7.5,NA,NA,NA,NA,8.3,NA,5.3,NA,NA,NA,NA,11.468,1.653,NA,NA,NA,13.121,NA,0.804,NA,NA,NA,NA,13.925,NA,6.7059,NA,NA,0.0169,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
205,Castanopsis sieboldii,Fagaceae,Fagaceae,19,19,,E,B,NA,NA,8.9,NA,NA,NA,NA,8.9,NA,5.8,NA,NA,NA,NA,15.68,1.728,NA,NA,NA,17.408,NA,1.292,NA,NA,NA,NA,18.7,NA,11.7829,NA,NA,0.0241,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
206,Castanopsis sieboldii,Fagaceae,Fagaceae,20,20,,E,B,NA,NA,9.3,NA,NA,NA,NA,9.5,NA,4.9,NA,NA,NA,NA,17.561,3.58,NA,NA,NA,21.141,NA,1.61,NA,NA,NA,NA,22.751,NA,15.5718,NA,NA,0.0268,28.2,129.2,Japan,Kagoshima,Amami Ukenson Forest,Stand B,Castanopsis sieboldii,,16,200,S,1980,12,,"Utsugi, Tanouchi, Ishihara",Yakuji and Setoguchi 1982,Studies on subtropical broadleaf forest (III) Biomass of Castanopsis sieboldii [in Japanese],"Terashi, K; Setoguchi, T.",1982,The Bulletin of Kyushu Branch of the Japanese Forestry Society,35,91-92,
207,NA,NA,NA,1,1,,E,B,NA,NA,1.4,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,0.27,0.06,NA,NA,NA,0.33,NA,0.05,NA,NA,NA,NA,0.38,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system [in Japanese with English abstract].""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Species name is unsure
208,Quercus myrsinifolia,Fagaceae,Fagaceae,2,2,,E,B,NA,NA,1.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,0.32,NA,0.03,NA,NA,NA,NA,0.35,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
209,Quercus myrsinifolia,Fagaceae,Fagaceae,3,3,,E,B,NA,NA,2.1,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,1.06,0.3,NA,NA,NA,1.36,NA,0.17,NA,NA,NA,NA,1.53,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
210,Quercus myrsinifolia,Fagaceae,Fagaceae,4,4,,E,B,NA,NA,2.2,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,1.12,0.44,NA,NA,NA,1.56,NA,0.2,NA,NA,NA,NA,1.76,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
211,Quercus myrsinifolia,Fagaceae,Fagaceae,5,5,,E,B,NA,NA,2.3,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,0.95,0.14,NA,NA,NA,1.09,NA,0.2,NA,NA,NA,NA,1.29,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
212,Quercus myrsinifolia,Fagaceae,Fagaceae,6,6,,E,B,NA,NA,2.3,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,1.35,0.28,NA,NA,NA,1.63,NA,0.14,NA,NA,NA,NA,1.77,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
213,Quercus myrsinifolia,Fagaceae,Fagaceae,7,7,,E,B,NA,NA,2.6,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,1.51,0.18,NA,NA,NA,1.69,NA,0.12,NA,NA,NA,NA,1.81,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
214,Quercus myrsinifolia,Fagaceae,Fagaceae,8,8,,E,B,NA,NA,3.2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2.05,0.34,NA,NA,NA,2.39,NA,0.2,NA,NA,NA,NA,2.59,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
215,Quercus myrsinifolia,Fagaceae,Fagaceae,9,9,,E,B,NA,NA,3.6,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,3.2,0.99,NA,NA,NA,4.19,NA,0.41,NA,NA,NA,NA,4.6,8,NA,NA,NA,NA,35.3,133.27,Japan,Shimane,"Takae, Hakuta village",Plot 1,,,8,300,P,1970,10,,"Utsugi, Tanouchi, Ishihara",Yasui and Fujie 1971,"Studies on the productive structure of \Shirakashi\"" (Cyclobalanopsis myrsinaefolia Oerst.) coppice-forest managed by selection method. 8. On the growth and the biomass at Shirakashi sprout forest by clearing system.""","Yasui, H; Fujie, I.",1971,"Bulletin of the Faculty of Agriculture, Shimane University",5,49-55,Coppice forest but managed to be a pure forest.
