,,,yr,m2,cm2 (5),m2,m,,g,g,g,g/m2,,,,,,mol/m2 (3) ,,-4,,,,,,,,
Species,Code,family,Age,a.lf,lf.sz,a.st,h.t,h.c,m.lf,m.st,m.br.2.,lf.ma.1.,d.st,n.lf,pft,growth.conditions,status,light,Dawkins,Climbing,group..7.,lat,long,vegetation,lai,map,mat,reference
Trema micrantha,180,180,0.5,0.0479,26.9,2.21E-05,0.91,0.39,2.21,4.627,0.244,46.13022709,0.230471106,88.49915062,EA,unmanaged,,23.65696933,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Trema micrantha,197,197,0.5,0.0796,26.9,3.22E-05,1.1,,3.624,6.206,0.575,45.54230094,0.184302667,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,4,4,0.5,0.5568,1488.3666,0.000229658,1.52,0.25,38.5421,59.0456,6.187,69.22552921,0.216887458,107.8434851,EA,unmanaged,,32.24492678,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,5,5,0.5,0.4454,1488.3666,0.000183854,1.32,0.34,32.02,53.271,7.137,71.89063519,0.263720332,100.6024596,EA,unmanaged,,27.23656148,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,14,14,0.5,0.4046,1488.3666,0.000103869,1.19,0.46,23.9285,33.784,6.657,59.13830398,0.278976652,104.9008946,EA,unmanaged,,23.76798754,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,24,24,0.5,0.3981,1488.3666,0.000120763,0.78,0.19,28.016,27.994,5.763,70.37428569,0.297191993,94.39471538,EA,unmanaged,,18.67360132,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,35,35,0.5,0.066,1488.3666,6.22E-05,0.5,0.08,4.402,5.661,0.676,66.70497526,0.181992402,127.6603593,EA,unmanaged,,14.07909624,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,46,46,0.5,0.1561,1488.3666,9.16E-05,1.03,0.25,11.032,18.724,1.77,70.6732424,0.204390751,105.5296762,EA,unmanaged,,27.97625134,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,65,65,0.5,0.6617,1488.3666,0.000366435,2.2,0.65,45.6741,141.397,13.574,69.02881298,0.258272013,133.5143154,EA,unmanaged,,32.34483352,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,70,70,0.5,0.3487,1488.3666,0.000330064,1.6,0.6,32.4694,94.0673,18.643,93.11133499,0.207851622,97.3606134,EA,unmanaged,,22.5072418,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,77,77,0.5,0.3265,1488.3666,0.000235062,1.29,,28.0077,54.236,7.315,85.78188564,0.182322253,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,119,119,0.5,1.2715,1488.3666,0.000289529,1.44,0.76,96.6221,53.836,24.2958,75.98833365,0.15147696,127.0871836,EA,unmanaged,,27.75442264,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,141,141,0.5,0.4365,1488.3666,0.000103869,0.78,0.39,31.2131,19.335,5.576,71.50303616,0.238651414,118.6274149,EA,unmanaged,,15.96657971,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,154,154,0.5,0.4723,1488.3666,0.000107513,1,0.26,34.1935,36.399,6.327,72.39366466,0.334507904,110.3098077,EA,unmanaged,,29.95477187,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,181,181,0.5,1.2993,1488.3666,0.000280552,1.677,1.247,85.4832,114.429,21.206,65.7935392,0.342050576,110.1352396,EA,unmanaged,,22.43712477,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,190,190,0.5,1.6902,1488.3666,0.000356327,1.92,1.04,138.2386,133.39,37.644,81.78796571,0.270599536,99.60797918,EA,unmanaged,,31.31351458,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,191,191,0.5,0.7963,1488.3666,0.000314159,1.42,0.69,57.4577,78.269,18.155,72.15523639,0.215658131,113.3017962,EA,unmanaged,,29.78557812,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,201,201,0.5,1.6911,1488.3666,0.00022698,2.14,0.55,100.3128,146.882,21.29,59.31779239,0.442417699,,EA,unmanaged,,33.53540153,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,603,603,0.5,0.0623,1488.3666,7.85E-05,0.55,0.55,3.772,4.83,0.516,60.55871405,0.15,,EA,unmanaged,,20.2447786,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Ochroma pyramidale,604,604,0.5,0.325,1488.3666,0.000103869,0.9,0.9,21.2964,18.105,5.803,65.53319401,0.24,,EA,unmanaged,,19.6135118,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,27,27,0.5,0.0933,1094.6499,9.85E-05,0.4,0.13,6.182,4.441,1.0032,66.2935462,0.112692459,111.0432984,EA,unmanaged,,14.15744075,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,30,30,0.5,0.2348,1094.6499,0.00021904,0.47,0.25,15.466,12.911,1.979,65.87998006,0.125412031,105.1807423,EA,unmanaged,,13.83059172,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,33,33,0.5,0.153,1094.6499,0.000122718,0.53,0.25,9.728,7.002,1.485,63.58281509,0.107655527,104.3930504,EA,unmanaged,,13.39832562,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,49,49,0.5,0.0612,1094.6499,0.00012868,0.5,0.13,4.103,5.216,0.524,66.99958006,0.081069549,93.3687005,EA,unmanaged,,15.68069461,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,58,58,0.5,0.0909,1094.6499,0.000118823,0.72,0.2,7.415,14.315,0.614,81.54496131,0.167324198,109.141894,EA,unmanaged,,16.46455453,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,60,60,0.5,0.0624,1094.6499,0.000118823,0.66,0.17,4.055,12.936,0.578,64.99667309,0.164951385,127.4310324,EA,unmanaged,,16.13039295,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,63,63,0.5,0.1829,1094.6499,0.00011499,0.75,0.65,11.669,25.999,2.323,63.78486133,0.301463515,99.51094411,EA,unmanaged,,18.01902919,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,69,69,0.5,0.2512,1094.6499,0.000176715,0.87,0.33,19.524,40.207,3.7035,77.72143807,0.261562104,90.64316456,EA,unmanaged,,15.60779237,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,117,117,0.5,0.0468,1094.6499,3.85E-05,0.6,0.05,3.247,6.684,0.296,69.36095709,0.289467113,110.8289007,EA,unmanaged,,14.84512387,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,150,150,0.5,0.144,1094.6499,0.000105683,0.8,0.3,9.358,16.515,0.958,64.98470091,0.195336198,84.18418506,EA,unmanaged,,26.50332691,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,155,155,0.5,0.3569,1094.6499,0.000221671,0.86,0.35,27.107,39.099,2.647,75.94730723,0.205096738,116.9621767,EA,unmanaged,,26.43905256,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,158,158,0.5,0.0578,1094.6499,0.000105683,0.46,0.12,3.592,4.74,0.433,62.19678509,0.097502253,102.1804326,EA,unmanaged,,19.53284783,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,162,162,0.5,0.1122,1094.6499,0.000198557,0.66,0.14,7.285,12.66,0.776,64.94503436,0.096606343,106.7418029,EA,unmanaged,,17.9729193,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,171,171,0.5,0.5371,1094.6499,0.000415476,1.25,0.55,53.9552,86.121,7.981,100.4644746,0.20164841,121.7992914,EA,unmanaged,,21.45518782,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,212,212,0.5,0.6593,1094.6499,0.000311026,1.55,0.64,52.1427,61.869,12.19,79.09261864,0.163349936,104.4212149,EA,unmanaged,,29.54877672,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,213,213,0.5,0.0777,1094.6499,0.00010207,0.5,0.07,4.982,4.636,0.537,64.08530618,0.090839313,111.4777812,EA,unmanaged,,18.76771041,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Cecropia ficifolia,214,214,0.5,0.2697,1094.6499,0.000169717,0.95,0.39,20.052,26.024,3.635,74.35562112,0.161408311,116.4999553,EA,unmanaged,,23.21042601,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,10,10,0.5,0.6969,246.4,0.000116899,1.18,1.08,59.2023,42.41,,84.95261681,0.340123652,137.0761651,EA,unmanaged,,13.891212,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,28,28,0.5,0.3857,246.4,4.19E-05,0.85,0.79,33.1316,15.709,,85.9044991,0.441564359,117.578287,EA,unmanaged,,23.24657225,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,36,36,0.5,0.8233,246.4,5.81E-05,1.06,0.91,67.0537,43.567,,81.44866186,0.727567913,129.6443623,EA,unmanaged,,24.33156182,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,40,40,0.5,0.2471,246.4,5.03E-05,0.72,0.57,18.419,8.869,0.393,74.52895952,0.245059929,122.0347628,EA,unmanaged,,17.42785889,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,71,71,0.5,0.6006,246.4,6.36E-05,1.08,0.89,54.4927,49.577,,90.72605736,0.759259463,136.0347534,EA,unmanaged,,16.84653774,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,78,78,0.5,0.3461,246.4,6.50E-05,0.82,0.7,32.4881,21.22,1.053,93.85805348,0.397886186,,EA,unmanaged,,12.79372558,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,84,84,0.5,0.5405,246.4,0.00010207,1.26,1.02,52.8702,34.176,,97.82044411,0.303085092,147.7299293,EA,unmanaged,,15.75586104,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,85,85,0.5,0.3561,246.4,7.85E-05,0.87,0.71,31.425,17.18,0.941,88.25564386,0.251428223,154.7189901,EA,unmanaged,,12.81262117,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,93,93,0.5,0.3973,246.4,5.41E-05,1.04,0.96,29.4475,18.177,,74.11667451,0.335951157,116.1529027,EA,unmanaged,,17.4345865,4,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,100,100,0.5,0.1266,246.4,1.66E-05,0.5,0.43,8.937,4.926,,70.57346183,0.592814556,111.9057934,EA,unmanaged,,15.31374085,2,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,104,104,0.5,0.8119,246.4,0.000126677,1.37,1.29,70.8736,52.916,,87.29682217,0.382934944,144.3304173,EA,unmanaged,,19.84191822,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,140,140,0.5,0.2452,246.4,2.38E-05,0.77,0.72,20.0585,9.647,,81.80186968,0.527334631,111.9174924,EA,unmanaged,,13.27983179,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,144,144,0.5,0.0972,246.4,2.21E-05,0.23,0.15,8.696,2.388,0.132,89.46463444,0.470614025,141.1164313,EA,unmanaged,,9.783293832,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,147,147,0.5,0.1947,246.4,5.15E-05,0.62,0.5,16.767,10.849,,86.11380095,0.33957687,129.6684605,EA,unmanaged,,11.57963148,3,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,185,185,0.5,0.6543,246.4,0.000118823,1.3,1.05,53.6262,34.91,4.287,81.95349584,0.273970786,135.3073516,EA,unmanaged,,27.06889851,5,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,601,601,0.5,0.7754,246.4,0.000126677,1.5,1.5,66.3497,55.414,4.365,85.56551374,0.48,103.1271201,EA,unmanaged,,24.54980127,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Couratari guianensis,610,610,0.5,0.5954,246.4,0.000103869,1.25,1.25,59.0694,37.075,,99.21427471,0.43,157.8044728,EA,unmanaged,,23.41577947,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,23,23,0.5,0.4284,67.3,8.17E-05,1,0.92,18.4522,9.831,3.874,43.07329134,0.120311591,83.52486509,EA,unmanaged,,15.11848223,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,52,52,0.5,0.2036,67.3,3.22E-05,0.88,0.56,9.4948,12.498,,46.64245062,0.441476935,110.6545188,EA,unmanaged,,14.28295823,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,66,66,0.5,0.0709,67.3,1.02E-05,0.5,0.46,3.458,3.881,,48.78591336,0.762568314,115.1310234,EA,unmanaged,,16.09568904,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,74,74,0.5,0.2252,67.3,2.29E-05,0.59,0.48,9.69,5.081,1.014,43.0369721,0.376027651,79.699593,EA,unmanaged,,15.17159209,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,80,80,0.5,0.2641,67.3,2.55E-05,0.71,0.64,11.3487,7.255,1.785,42.96416593,0.400441865,96.08417583,EA,unmanaged,,17.98175362,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,96,96,0.5,0.6555,67.3,3.22E-05,0.62,1.48,26.9475,11.522,6.14,41.10704123,0.577678697,89.93575368,EA,unmanaged,,12.99304092,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,103,103,0.5,0.8321,67.3,0.000138929,1.18,,36.3225,37.191,12.716,43.64992425,0.265164066,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,107,107,0.5,0.111,67.3,1.89E-05,0.62,0.56,5.461,5.751,,49.21018594,0.491891861,98.09904493,EA,unmanaged,,13.02881474,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,108,108,0.5,0.2326,67.3,4.54E-05,0.76,0.42,10.0622,18.356,1.246,43.26654839,0.532411455,96.71160766,EA,unmanaged,,9.756854443,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,111,111,0.5,0.3769,67.3,4.42E-05,0.8,0.52,18.3778,15.657,4.838,48.75547111,0.443002479,115.7513064,EA,unmanaged,,10.22516217,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
