dataset,Country,Forest.type,Species,Family,a.lf,h.t,m.lf,m.st,m.rt,lf.sz,a.cs,h.c,a.cp,d.ba
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.02546,0.345,0.00199,0.00145,0.00099,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.01579,0.28,0.00121,0.00183,0.00117,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.02391,0.29,0.00218,0.00149,0.00123,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.03865,0.37,0.00347,0.00267,0.00297,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.04569,0.45,0.00373,0.00222,0.00264,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.12631,0.82,0.01463,0.01264,0.01241,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.10134,0.73,0.01014,0.00806,0.00391,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.03281,0.35,0.0032,0.00165,0.00131,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.05012,0.42,0.00435,0.0028,0.0022,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.35896,1.05,0.03768,0.03084,0.01384,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.01958,0.22,0.00135,7.00E-04,0.00055,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.01326,0.23,0.00102,0.00059,0.00068,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.02418,0.25,0.00172,0.00204,0.00073,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.13455,0.78,0.01214,0.01165,0.00416,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.17846,0.72,0.01386,0.01043,0.00946,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.08246,0.597,0.0074,0.00482,0.0027,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Aextoxicon punctatum,Aextoxicaceae,0.04601,0.535,0.00527,0.00643,0.00326,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.01584,0.825,0.00067,0.00377,0.00204,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.01402,0.595,0.00091,0.00414,0.00363,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.02799,0.945,0.00179,0.01463,0.00607,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.00835,0.81,0.00037,0.00248,0.00107,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.05848,0.92,0.00603,0.01998,0.00804,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.02144,0.635,0.00199,0.00554,0.00249,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.00518,0.185,0.00018,0.00023,0.00023,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.04852,0.88,0.00536,0.01274,0.00612,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.01329,0.295,0.00079,0.00082,0.00065,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.00584,0.28,3.00E-04,0.00056,0.00036,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.00626,0.275,0.00031,0.00054,0.00026,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.01195,0.505,0.00066,0.00203,0.00086,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.00488,0.257,0.00024,0.00042,0.00031,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Embothrium coccineum,Proteaceae,0.02275,0.51,0.00101,0.00154,0.00082,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.03212,0.643,0.00228,0.00286,0.00098,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.0165,0.515,0.00105,0.00183,0.00081,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.02131,0.485,0.00185,0.00176,0.00084,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.05155,0,0.00363,0.00727,0.00389,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.07661,0.86,0.00582,0.0076,0.00369,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.02512,0.385,0.00177,0.00116,0.00106,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.09705,0.955,0.00702,0.00851,0.00403,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.04752,0.832,0.00289,0.00482,0.00308,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.03712,0.57,0.00279,0.00221,0.00299,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.14435,1.075,0.01055,0.01254,0.00787,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.04658,0.38,0.00358,0.00225,0.00202,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.01074,0.68,0.00072,0.00247,0.00286,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.01355,0.41,0.00071,0.00137,0.00132,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.01705,0.395,0.00104,0.00101,0.00064,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.30022,1.17,0.02665,0.04238,0.02003,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.06275,0.65,0.00368,0.00576,0.00265,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.14734,1.01,0.01056,0.01837,0.01016,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.00803,0.175,0.00042,0.00022,0.00052,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.13332,1.11,0.01044,0.02342,0.01379,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Eucryphia cordifolia,Cunoniaceae,0.05173,0.79,0.00392,0.00492,0.00494,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.0436,0.32,0.00504,0.00356,0.00344,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.08921,0.39,0.00676,0.00512,0.00251,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.15607,0.34,0.01346,0.00945,0.00452,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.05643,0.265,0.00521,0.0024,0.00239,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.16331,0.99,0.01666,0.02637,0.01867,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.03318,0.18,0.0032,0.00149,0.00146,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.25014,0.58,0.02056,0.01764,0.00441,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.22536,0.46,0.01746,0.01019,0.00587,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.04756,0.26,0.00349,0.00312,0.000913,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.01663,0.145,0.00095,0.000474,0.000386,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.06806,0.41,0.00663,0.00619,0.00129,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.75515,1.082,0.08237,0.15545,0.04005,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.15238,0.33,0.01478,0.00572,0.00613,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.05333,0.27,0.0045,0.0021,0.00176,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.20553,0.6,0.01636,0.01103,0.00346,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.04862,0.278,0.00598,0.0028,0.0017,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.05147,0.28,0.00412,0.00157,0.00115,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.03973,0.375,0.00364,0.00318,0.000898,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Gevuina avellana,Proteaceae,0.08066,0.315,0.01203,0.00638,0.00528,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.13256,1.01,0.01163,0.01246,0.00446,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.04073,0.5,0.00391,0.00337,0.00264,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.00922,0.227,0.00059,0.00042,0.00025,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.02933,0.545,0.00188,0.00229,0.00085,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.027,0.5,0.00216,0.00216,0.00138,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.02565,0.54,0.00192,0.00193,0.00099,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.0141,0.35,0.00135,0.00102,0.00053,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.00677,0.34,0.00082,0.00066,0.00098,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.01349,0.298,0.00083,0.00078,0.00068,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.05725,0.75,0.00393,0.00688,0.00387,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.04568,0.685,0.00427,0.0058,0.0027,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.01581,0.4,0.00141,0.00151,0.00078,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.01732,0.34,0.00129,0.00085,0.00076,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.03538,0.81,0.004,0.00575,0.00201,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.00559,0.22,0.00042,0.00028,0.00024,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.01168,0.4,0.00123,0.00131,0.00087,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Luma apiculata,Myrtaceae,0.0091,0.28,6.00E-04,0.00073,0.00046,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.01878,0.175,0.00127,0.00055,7.00E-04,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.07796,0.36,0.00488,0.00189,0.0024,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.05116,0.28,0.00249,0.001121,0.00081,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.07904,0.485,0.00479,0.00293,0.00192,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.12167,0.435,0.00701,0.00465,0.00202,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.05185,0.33,0.00316,0.00208,0.00135,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.06057,0.3,0.00481,0.0017,0.00192,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.10571,0.38,0.00644,0.0034,0.00158,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.08926,0.45,0.00544,0.00342,0.00239,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.095,0.52,0.0059,0.00489,0.00259,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.16071,0.69,0.01131,0.00945,0.00485,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.15152,0.615,0.0079,0.00532,0.00348,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.05514,0.25,0.00324,0.00111,0.00105,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.01678,0.16,0.00108,6.00E-04,0.00032,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.05119,0.43,0.00427,0.00285,0.00274,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.10187,0.685,0.00867,0.01107,0.00435,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.02155,0.225,0.00175,0.00093,0.00127,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.0412,0.378,0.00308,0.00285,0.00213,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.1711,0.68,0.00967,0.00882,0.00256,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Laureliopsis philippiana,Atherospermataceae,0.01248,0.25,0.00098,0.00123,0.00066,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.03858,0.51,0.00316,0.00214,0.00109,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.0534,0.38,0.00474,0.00238,0.00251,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.03038,0.445,0.00271,0.0016,0.00143,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.04637,0.46,0.00457,0.00327,0.00177,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.0713,0.685,0.00697,0.0062,0.00307,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.04081,0.31,0.00389,0.00287,0.00169,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.06183,0.525,0.00365,0.00272,0.00129,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.02764,0.385,0.00269,0.0018,0.00117,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.02765,0.34,0.00265,0.00147,0.00104,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.05185,0.47,0.00483,0.00373,0.00249,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.04153,0.38,0.00271,0.00162,0.00065,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.03221,0.43,0.00307,0.00164,0.00089,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.03836,0.39,0.00311,0.00269,0.00197,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.02947,0.365,0.00317,0.00116,0.00129,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.03026,0.37,0.00292,0.00177,0.00122,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.25227,1.34,0.02362,0.02455,0.01056,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.05641,0.665,0.00541,0.00467,0.0014,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.02711,0.41,0.00264,0.00137,0.00103,NA,NA,NA,NA,NA
Lusk2002,Chile,WTRF,Myrceugenia planipes,Myrtaceae,0.01967,0.43,0.00305,0.00227,0.00118,NA,NA,NA,NA,NA
