Site,longitude,latitude,BurnYear,HarvestYear,Edaphic,Species,Number,Height,D0,D10,DBH,DWT,TotWood,TotBranch,TotFol,OldFol,NewFol,OldBranch,NewBranch,Cones,Stem,Sapwood,Root
W1850,-98.47954,55.88155,1870,1999,Wet,BS,,,,,7.7,,,,,,,,,,,7.851022222,
W1850,-98.47954,55.88155,1870,1999,Wet,BS,,,,,7,,,,,,,,,,,6.710738192,
W1850,-98.47954,55.88155,1870,1999,Wet,BS,,,,,6.3,,,,,,,,,,,6.634993922,
W1850,-98.47954,55.88155,1870,1999,Wet,BS,,,,,3,,,,,,,,,,,4.462742917,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,14.6,,,,,,,,,,,134.2096895,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,14.6,,,,,,,,,,,144.8559313,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,12.4,,,,,,,,,,,41.03993174,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,11.8,,,,,,,,,,,37.58095968,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,9.7,,,,,,,,,,,54.84874884,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,8.1,,,,,,,,,,,16.03610576,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,7.9,,,,,,,,,,,22.62519737,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,7.6,,,,,,,,,,,14.47905076,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,7.6,,,,,,,,,,,37.47548071,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,7,,,,,,,,,,,32.15644705,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,6.9,,,,,,,,,,,24.60966919,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,6.5,,,,,,,,,,,17.42061821,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,6.1,,,,,,,,,,,20.41890397,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,5.8,,,,,,,,,,,13.81571604,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,5.6,,,,,,,,,,,16.27616428,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,5.6,,,,,,,,,,,16.13028129,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,3.5,,,,,,,,,,,5.724355664,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,3.2,,,,,,,,,,,4.274925345,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,3.2,,,,,,,,,,,5.555479351,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,2.4,,,,,,,,,,,3.793473129,
W1930,-98.51529,55.90806,1930,1999,Wet,BS,,,,,1.8,,,,,,,,,,,1.394552979,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.3,,,,,,,,,,,,,0.799221005,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.3,,,,,,,,,,,,,0.86407603,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.4,,,,,,,,,,,,,1.085734195,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.5,,,,,,,,,,,,,1.102384633,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.9,,,,,,,,,,,,,1.548490697,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.7,,,,,,,,,,,,,1.720888699,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.9,,,,,,,,,,,,,2.141309107,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,1.8,,,,,,,,,,,,,2.34834002,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,3.6,,,,,,,,,,,5.675962571,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,3.4,,,,,,,,,,,3.588550182,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,3.1,,,,,,,,,,,3.4675109,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,3,,,,,,,,,,,3.443311212,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,2.8,,,,,,,,,,,3.239849105,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,2.4,,,,,,,,,,,1.605931899,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,2.3,,,,,,,,,,,2.144674198,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,2.2,,,,,,,,,,,2.282351355,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,2.2,,,,,,,,,,,1.563762301,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,2.1,,,,,,,,,,,1.87834254,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,1.9,,,,,,,,,,,1.317228959,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,1.3,,,,,,,,,,,0.657547909,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,1.2,,,,,,,,,,,0.677537863,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,1.2,,,,,,,,,,,0.757667325,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,1,,,,,,,,,,,0.458826465,
W1964,-98.38812,55.91993,1964,1999,Wet,BS,,,,,0.9,,,,,,,,,,,0.468703633,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.82,,,,,,,,,,,0.303405594,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.82,,,,,,,,,,,0.215789716,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.81,,,,,,,,,,,0.283393649,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.69,,,,,,,,,,,0.246401395,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.68,,,,,,,,,,,0.177044454,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.53,,,,,,,,,,,0.069718224,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.51,,,,,,,,,,,0.036564997,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.46,,,,,,,,,,,0.090606674,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.44,,,,,,,,,,,0.066501233,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.38,,,,,,,,,,,0.044173934,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.34,,,,,,,,,,,0.055153801,
W1981,-98.48128,55.86351,1981,1999,Wet,BS,,,,,0.34,,,,,,,,,,,0.037450926,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.32,,,,,,,,,,,,,0.047529145,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.34,,,,,,,,,,,,,0.047529145,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.36,,,,,,,,,,,,,0.05896454,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.43,,,,,,,,,,,,,0.076453783,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.52,,,,,,,,,,,,,0.138544207,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.71,,,,,,,,,,,,,0.253388244,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.85,,,,,,,,,,,,,0.420835098,
W1989,-98.97767,55.90487,1989,1999,Wet,BS,,,0.96,,,,,,,,,,,,,0.475388843,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.1,,,,,,,,,,,,,0.001809557,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.1,,,,,,,,,,,,,0.006361724,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.16,,,,,,,,,,,,,0.009852033,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.26,,,,,,,,,,,,,0.009852033,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.16,,,,,,,,,,,,,0.010935882,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.34,,,,,,,,,,,,,0.038707555,
W1995,-99.97617,56.46217,1995,1999,Wet,BS,,,0.3,,,,,,,,,,,,,0.04082813,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,11.3,,,,,,,,,,,74.41378678,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,9.5,,,,,,,,,,,60.85589497,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,8.8,,,,,,,,,,,47.643016,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,6.4,,,,,,,,,,,24.54180765,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,6,,,,,,,,,,,20.9158411,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,6,,,,,,,,,,,23.01756659,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,5.9,,,,,,,,,,,16.98207701,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,4.4,,,,,,,,,,,6.579575724,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,4.3,,,,,,,,,,,10.71683648,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,3.7,,,,,,,,,,,7.826608937,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,3.6,,,,,,,,,,,7.278793718,
D1964,-98.38986,55.92019,1964,1999,Dry,JP,,,,,3.3,,,,,,,,,,,5.708496905,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,7.8,,,,,,,,,,,34.26842983,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,6.4,,,,,,,,,,,26.2139549,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,6.1,,,,,,,,,,,23.49290212,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,5.8,,,,,,,,,,,21.11275613,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,5.7,,,,,,,,,,,21.7029263,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,4.8,,,,,,,,,,,14.11273792,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,4.5,,,,,,,,,,,12.36464581,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,4.2,,,,,,,,,,,11.27032856,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,4.2,,,,,,,,,,,10.86591133,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,4,,,,,,,,,,,10.67793414,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,3.7,,,,,,,,,,,8.627093029,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,3.2,,,,,,,,,,,5.102873239,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,3.2,,,,,,,,,,,7.070773161,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,1.6,,,,,,,,,,,1.485524077,
D1981,-98.4826,55.86407,1981,1999,Dry,JP,,,,,0.7,,,,,,,,,,,0.192830957,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.45,,,,,,,,,,,,,0.083468958,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.45,,,,,,,,,,,,,0.097313954,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.56,,,,,,,,,,,,,0.177952337,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.61,,,,,,,,,,,,,0.185507866,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.7,,,,,,,,,,,,,0.193220474,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.66,,,,,,,,,,,,,0.202682949,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.82,,,,,,,,,,,,,0.251606962,
D1995,-99.97442,56.46049,1995,1999,Dry,JP,,,0.87,,,,,,,,,,,,,0.358908036,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,7.4,,,,,,,,,,,37.70838582,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,7,,,,,,,,,,,30.57741975,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,6.8,,,,,,,,,,,26.11867668,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,6.6,,,,,,,,,,,23.8651243,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,4,,,,,,,,,,,4.700199601,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,3.7,,,,,,,,,,,6.002669358,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,3.7,,,,,,,,,,,8.462649503,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,3.6,,,,,,,,,,,6.51715542,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,3.5,,,,,,,,,,,6.355441938,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,3.3,,,,,,,,,,,6.192933633,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,3.1,,,,,,,,,,,3.953571832,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,2.9,,,,,,,,,,,3.441740416,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,1.6,,,,,,,,,,,1.337498515,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,1.5,,,,,,,,,,,1.516145181,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,1.2,,,,,,,,,,,0.874295811,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,0.9,,,,,,,,,,,0.484625224,
W1964,-98.38812,55.91993,1964,1999,Wet,JP,,,,,0.9,,,,,,,,,,,0.210989363,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,3.6,,,,,,,,,,,6.920350563,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,3.1,,,,,,,,,,,6.341367603,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,2.7,,,,,,,,,,,4.222602119,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,2.1,,,,,,,,,,,2.445324615,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,1.28,,,,,,,,,,,0.908799923,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,1.23,,,,,,,,,,,0.756847369,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,1.14,,,,,,,,,,,0.64342645,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,1.09,,,,,,,,,,,0.484983366,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,0.87,,,,,,,,,,,0.298576966,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,0.85,,,,,,,,,,,0.293242541,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,0.83,,,,,,,,,,,0.231689317,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,0.8,,,,,,,,,,,0.29416617,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,0.7,,,,,,,,,,,0.160293482,
W1981,-98.48128,55.86351,1981,1999,Wet,JP,,,,,0.68,,,,,,,,,,,0.177336622,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.23,,,,,,,,,,,,,0.026015523,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.25,,,,,,,,,,,,,0.029559239,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.29,,,,,,,,,,,,,0.03204738,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.28,,,,,,,,,,,,,0.03332915,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.31,,,,,,,,,,,,,0.03940813,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.33,,,,,,,,,,,,,0.05391286,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.54,,,,,,,,,,,,,0.100659749,
W1995,-99.97617,56.46217,1995,1999,Wet,JP,,,0.67,,,,,,,,,,,,,0.273142575,
W1981,-98.48128,55.86351,1981,1999,Wet,T,,,,,1.62,,,,,,,,,,,1.42917333,
W1981,-98.48128,55.86351,1981,1999,Wet,T,,,,,1.39,,,,,,,,,,,0.853206299,
W1981,-98.48128,55.86351,1981,1999,Wet,T,,,,,1.31,,,,,,,,,,,0.695840782,
W1981,-98.48128,55.86351,1981,1999,Wet,T,,,,,0.81,,,,,,,,,,,0.312403115,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,0.21,,,,,,,,,,,,,0.009503316,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,0.54,,,,,,,,,,,,,0.095114839,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,0.63,,,,,,,,,,,,,0.161883094,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,0.89,,,,,,,,,,,,,0.413964436,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,1.24,,,,,,,,,,,,,0.856033555,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,1.41,,,,,,,,,,,,,1.112202108,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,1.52,,,,,,,,,,,,,1.192095934,
D1989,-98.97953,55.90644,1989,1999,Dry,W,,,2.57,,,,,,,,,,,,,3.698360642,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,0.72,,,,,,,,,,,,,0.212371619,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,0.87,,,,,,,,,,,,,0.337985034,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,1.07,,,,,,,,,,,,,0.525528651,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,1.08,,,,,,,,,,,,,0.589013942,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,1.24,,,,,,,,,,,,,0.738980978,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,1.29,,,,,,,,,,,,,0.957255649,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,1.81,,,,,,,,,,,,,1.921158906,
W1989,-98.97767,55.90487,1989,1999,Wet,W,,,2.01,,,,,,,,,,,,,2.443919815,
OA,-98.67479,55.88691,1941,1994,Dry,A,,7.76,,,5.8,,,,,,,,,,,7.99,
OA,-98.67479,55.88691,1941,1994,Dry,A,,10.3,,,8.5,,,,,,,,,,,28.73,
OA,-98.67479,55.88691,1941,1994,Dry,A,,13,,,10,,,,,,,,,,,42.9,
OA,-98.67479,55.88691,1941,1994,Dry,A,,13.35,,,11.6,,,,,,,,,,,63.58,
OA,-98.67479,55.88691,1941,1994,Dry,A,,16.2,,,12.95,,,,,,,,,,,88.62,
OA,-98.67479,55.88691,1941,1994,Dry,A,,15.1,,,13.4,,,,,,,,,,,96.46,
OA,-98.67479,55.88691,1941,1994,Dry,A,,16,,,13.6,,,,,,,,,,,102.18,
OA,-98.67479,55.88691,1941,1994,Dry,A,,16.6,,,20.6,,,,,,,,,,,252.13,
OA,-98.67479,55.88691,1941,1994,Dry,A,,17.4,,,21.8,,,,,,,,,,,290,
OA,-98.67479,55.88691,1941,1994,Dry,A,,17.4,,,23.7,,,,,,,,,,,335.14,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,1.82,,,0.9,,,,,,,,,,,1.07,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,2.84,,,2.1,,,,,,,,,,,2.9,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,2.98,,,2.4,,,,,,,,,,,3.26,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,3.35,,,2.8,,,,,,,,,,,4.26,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,3.67,,,3.3,,,,,,,,,,,6.81,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,3.34,,,3.35,,,,,,,,,,,7.11,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,4.17,,,4,,,,,,,,,,,10.22,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,3.95,,,4.2,,,,,,,,,,,9.42,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,4.46,,,5,,,,,,,,,,,13.21,
YJP,-98.28706,55.89575,1964,1994,Dry,JP,,5.17,,,6.7,,,,,,,,,,,23.43,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,6.14,,,4.5,,,,,,,,,,,7.57,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,8.5,,,7.3,,,,,,,,,,,26.05,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,8.76,,,8.8,,,,,,,,,,,35.12,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,10.2,,,10.2,,,,,,,,,,,45.96,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,9.53,,,10.4,,,,,,,,,,,46.8,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,10.12,,,12.1,,,,,,,,,,,71.39,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,12,,,13.9,,,,,,,,,,,130.9,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,11.5,,,14.1,,,,,,,,,,,134.65,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,13,,,14.8,,,,,,,,,,,97.68,
OJP,-98.62396,55.92842,1931,1994,Dry,JP,,14.4,,,16.8,,,,,,,,,,,126.17,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,3.43,,,2.8,,,,,,,,,,,2.85,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,6.43,,,5.9,,,,,,,,,,,11.83,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,9.28,,,8.1,,,,,,,,,,,22.65,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,10.8,,,11,,,,,,,,,,,24.79,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,12.58,,,11.4,,,,,,,,,,,26.69,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,12.93,,,11.4,,,,,,,,,,,29.85,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,11.79,,,12.5,,,,,,,,,,,29.9,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,13.11,,,13.3,,,,,,,,,,,37.4,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,13.6,,,14.4,,,,,,,,,,,45.62,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,,14.55,,,17,,,,,,,,,,,45.57,
U6W5S,-98.48,55.88,1962,1994,Dry,BS,,0.88,1.2,,,,,,,,,,,,,0.83,
U6W5S,-98.48,55.88,1962,1994,Dry,BS,,1.12,1.9,,,,,,,,,,,,,1.73,
U6W5S,-98.48,55.88,1962,1994,Dry,BS,,1.25,2.15,,,,,,,,,,,,,2.04,
U6W5S,-98.48,55.88,1962,1994,Dry,BS,,1.72,2.6,,,,,,,,,,,,,3.01,
U6W5S,-98.48,55.88,1962,1994,Dry,BS,,2.48,3.9,,,,,,,,,,,,,9.16,
U6W5S,-98.48,55.88,1962,1994,Dry,JP,,1.44,1.7,,,,,,,,,,,,,1.75,
U6W5S,-98.48,55.88,1962,1994,Dry,JP,,1.52,2.1,,,,,,,,,,,,,1.65,
U6W5S,-98.48,55.88,1962,1994,Dry,JP,,2.18,3.1,,,,,,,,,,,,,5.75,
U6W5S,-98.48,55.88,1962,1994,Dry,JP,,2.9,3.8,,,,,,,,,,,,,8.85,
U6W5S,-98.48,55.88,1962,1994,Dry,JP,,3.41,5.7,,,,,,,,,,,,,17.88,
U6W5S,-98.48,55.88,1962,1994,Dry,JP,,3.63,6.9,,,,,,,,,,,,,11.45,
T6R5S,-98.48,55.88,,1994,Dry,BS,,2.9,,,2.2,,,,,,,,,,,1.77,
T6R5S,-98.48,55.88,,1994,Dry,BS,,5.18,,,4,,,,,,,,,,,6.19,
T6R5S,-98.48,55.88,,1994,Dry,BS,,6.71,,,5.5,,,,,,,,,,,13.79,
T6R5S,-98.48,55.88,,1994,Dry,BS,,6.78,,,6.6,,,,,,,,,,,14.98,
T6R5S,-98.48,55.88,,1994,Dry,BS,,8.54,,,8.2,,,,,,,,,,,24.27,
T6R5S,-98.48,55.88,,1994,Dry,BS,,9.75,,,11.1,,,,,,,,,,,30.81,
T6R5S,-98.48,55.88,,1994,Dry,BS,,10.93,,,11.9,,,,,,,,,,,44.51,
T6R5S,-98.48,55.88,,1994,Dry,BS,,11.31,,,12.5,,,,,,,,,,,60.2,
T6R5S,-98.48,55.88,,1994,Dry,BS,,10.9,,,15.6,,,,,,,,,,,68.11,
T6R5S,-98.48,55.88,,1994,Dry,BS,,11.98,,,15.8,,,,,,,,,,,85.19,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,8,,,5.75,,,,,,,,,,,9.87,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,7.4,,,7.15,,,,,,,,,,,15.67,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,7.9,,,7.5,,,,,,,,,,,21.46,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,8.8,,,8.9,,,,,,,,,,,24.51,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,10.5,,,10,,,,,,,,,,,40.52,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,12.2,,,13,,,,,,,,,,,71.04,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,12.75,,,13.8,,,,,,,,,,,77.95,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,12,,,14.4,,,,,,,,,,,84,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,11.75,,,15.1,,,,,,,,,,,100.32,
GILLAM,-94.67,56.33,1929,1994,Dry,JP,,12.8,,,17,,,,,,,,,,,120.49,
D1989,-98.97953,55.90644,1989,2001,Dry,A,1,217,2.2,1.9,1,,,,,,,,,,,,65.4
D1989,-98.97953,55.90644,1989,2001,Dry,A,2,193,1.8,1.6,0.8,,,,,,,,,,,,51.4
D1989,-98.97953,55.90644,1989,2001,Dry,A,3,205,1.7,1.5,0.7,,,,,,,,,,,,26.6
D1989,-98.97953,55.90644,1989,2001,Dry,A,4,132,1.1,1,,,,,,,,,,,,,15.4
D1989,-98.97953,55.90644,1989,2001,Dry,A,5,117,1.1,1,,,,,,,,,,,,,10.7
D1989,-98.97953,55.90644,1989,2001,Dry,A,6,104,1.2,1.1,,,,,,,,,,,,,13.8
D1989,-98.97953,55.90644,1989,2001,Dry,A,7,234,2.1,2,1,,,,,,,,,,,,69.9
D1989,-98.97953,55.90644,1989,2001,Dry,A,8,195,2,1.8,1,,,,,,,,,,,,67.3
D1989,-98.97953,55.90644,1989,2001,Dry,A,9,70,0.5,0.5,,,,,,,,,,,,,2.2
D1989,-98.97953,55.90644,1989,2001,Dry,A,10,87,0.6,0.5,,,,,,,,,,,,,4.1
W1989,-98.97767,55.90487,1989,2001,Wet,A,1,82,0.8,0.7,,,,,,,,,,,,,6.8
W1989,-98.97767,55.90487,1989,2001,Wet,A,2,132,1.1,0.9,,,,,,,,,,,,,6.8
W1989,-98.97767,55.90487,1989,2001,Wet,A,3,116,1.2,1,,,,,,,,,,,,,9.8
W1989,-98.97767,55.90487,1989,2001,Wet,A,4,153,1.4,1.2,0.3,,,,,,,,,,,,17.6
W1989,-98.97767,55.90487,1989,2001,Wet,A,5,88,0.8,0.7,,,,,,,,,,,,,4.6
W1989,-98.97767,55.90487,1989,2001,Wet,A,6,55,0.6,0.5,,,,,,,,,,,,,1.3
W1989,-98.97767,55.90487,1989,2001,Wet,A,7,231,1.5,1.3,0.8,,,,,,,,,,,,20.7
W1989,-98.97767,55.90487,1989,2001,Wet,A,8,205,1.9,1.7,0.7,,,,,,,,,,,,49.6
W1989,-98.97767,55.90487,1989,2001,Wet,A,9,184,2.1,1.9,0.9,,,,,,,,,,,,61.7
W1989,-98.97767,55.90487,1989,2001,Wet,A,10,147,1.4,1.2,0.2,,,,,,,,,,,,24.5
